"scientific.name","common.name","observed.on","location","latitude","longitude","positional.accuracy","url"
"Danaus plexippus","Monarch","2019-09-05","Acadia National Park, Birch Harbor, ME, US",44.3367383333,-68.0619278333,65,"https://www.inaturalist.org/observations/32178262"
"Danaus plexippus","Monarch","2019-09-05","Acadia National Park, Birch Harbor, ME, US",44.3366133333,-68.0618221667,165,"https://www.inaturalist.org/observations/32178308"
"Danaus plexippus","Monarch","2019-09-05","Acadia National Park, Birch Harbor, ME, US",44.3365866667,-68.0618278333,132,"https://www.inaturalist.org/observations/32178521"
"Danaus plexippus","Monarch","2019-09-05","Bar Harbor, ME, USA",44.3506916667,-68.2307216667,NA,"https://www.inaturalist.org/observations/32252290"
"Danaus plexippus","Monarch","2019-08-30","Acadia National Park, Mount Desert, ME, US",44.3206783333,-68.2536466667,10,"https://www.inaturalist.org/observations/33827481"
"Rhexia virginica","Virginia meadowbeauty","2019-08-22","Acadia National Park Pond, Bar Harbor, ME, US",44.3985783333,-68.2351616667,5,"https://www.inaturalist.org/observations/31375731"
"Bombus terricola","Yellow-banded Bumble Bee","2019-08-19","Schoodic Point, Acadia National Park, Hancock County, US-ME, US",44.3385103019,-68.0474808533,5,"https://www.inaturalist.org/observations/31120231"
"Danaus plexippus","Monarch","2019-08-18","Mt Desert, ME, USA",44.3277492216,-68.2644065247,2582,"https://www.inaturalist.org/observations/31483880"
"Chelone glabra","white turtlehead","2019-08-17","Acadia National Park, Bar Harbor, ME, US",44.3810254,-68.23047445,7897,"https://www.inaturalist.org/observations/115809987"
"Lysimachia maritima","Sea Milkwort","2019-08-15","Winter Harbor, ME, USA",44.3380480674,-68.0630841084,860,"https://www.inaturalist.org/observations/30899198"
"Lilium philadelphicum","Wood Lily","2019-08-15","Acadia National Park, Mount Desert, ME, US",44.3407569808,-68.2726640513,128,"https://www.inaturalist.org/observations/31019299"
"Platanthera clavellata","small green wood orchid","2019-08-13","Maine, US",44.0353355909,-68.6214014164,12,"https://www.inaturalist.org/observations/30757777"
"Danaus plexippus","Monarch","2019-08-10","Acadia National Park, Mount Desert, ME, US",44.32048,-68.253455,6,"https://www.inaturalist.org/observations/30568099"
"Rhodiola rosea","Roseroot","2019-08-06","Acadia National Park, Winter Harbor, ME, US",44.3318848685,-68.0505617057,5,"https://www.inaturalist.org/observations/30309479"
"Arisaema triphyllum","Jack-in-the-Pulpit","2019-08-05","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3624661584,-68.2081663795,5,"https://www.inaturalist.org/observations/30490340"
"Symplocarpus foetidus","Eastern Skunk Cabbage","2019-08-05","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3628490856,-68.2077255753,5,"https://www.inaturalist.org/observations/30490385"
"Verbena hastata","blue vervain","2019-08-05","Mt Desert, ME, USA",44.3204583333,-68.2541194444,NA,"https://www.inaturalist.org/observations/79420465"
"Lilium philadelphicum","Wood Lily","2019-08-04","Sargent Mountain, Mt Desert, ME 04660, USA",44.3425796,-68.2727933,1551,"https://www.inaturalist.org/observations/30301449"
"Euthamia graminifolia","flat-topped goldenrod","2019-08-03","Acadia National Park, Bar Harbor, ME, US",44.3625645054,-68.2080854586,128,"https://www.inaturalist.org/observations/30510877"
"Dasiphora fruticosa","shrubby cinquefoil","2019-08-03","Acadia National Park, Bar Harbor, ME, US",44.3624421065,-68.2081850936,6,"https://www.inaturalist.org/observations/30512465"
"Typha latifolia","broad-leaved cattail","2019-08-02","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.368433,-68.211257,35,"https://www.inaturalist.org/observations/34257680"
"Danaus plexippus","Monarch","2019-08-01","Bar Harbor, ME 04609, USA",44.3766258,-68.25055788,4,"https://www.inaturalist.org/observations/29974131"
"Danaus plexippus","Monarch","2019-07-29","Acadia National Park, Bar Harbor, ME, US",44.3303579468,-68.2110669483,77462,"https://www.inaturalist.org/observations/29800660"
"Lilium philadelphicum","Wood Lily","2019-07-29","Acadia National Park, Mount Desert, ME, US",44.3411429596,-68.2713617188,1226,"https://www.inaturalist.org/observations/29823961"
"Lilium philadelphicum","Wood Lily","2019-07-27","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.340740703,-68.2727012396,8,"https://www.inaturalist.org/observations/29699470"
"Asclepias syriaca","common milkweed","2019-07-26","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3521271227,-68.2238889859,5,"https://www.inaturalist.org/observations/29593708"
"Lilium philadelphicum","Wood Lily","2019-07-26","Mt Desert, ME 04660, USA",44.3434833337,-68.2736134529,352,"https://www.inaturalist.org/observations/29647759"
"Taxus canadensis","Canada yew","2019-07-25","Acadia National Park, Mount Desert, ME, US",44.3347404991,-68.2802916505,5,"https://www.inaturalist.org/observations/29507388"
"Lilium philadelphicum","Wood Lily","2019-07-25","Acadia National Park, Mount Desert, ME, US",44.3436419126,-68.2729020809,5,"https://www.inaturalist.org/observations/29773434"
"Lilium philadelphicum","Wood Lily","2019-07-24","Acadia National Park, Mount Desert, ME, US",44.3436616667,-68.2728666667,5,"https://www.inaturalist.org/observations/29753780"
"Platanthera clavellata","small green wood orchid","2019-07-22","Acadia National Park, Mount Desert, ME, US",44.3154716667,-68.287995,10,"https://www.inaturalist.org/observations/29754217"
"Rhodiola rosea","Roseroot","2019-07-20","Acadia National Park, Birch Harbor, ME, US",44.3359066733,-68.0668227655,5,"https://www.inaturalist.org/observations/29193014"
"Danaus plexippus","Monarch","2019-07-18","Acadia National Park, Birch Harbor, ME, US",44.3390716667,-68.0599971667,10,"https://www.inaturalist.org/observations/29088981"
"Danaus plexippus","Monarch","2019-07-18","Parc National d'Acadie, Bar Harbor, ME, US",44.3973004694,-68.2065761347,2030,"https://www.inaturalist.org/observations/50660947"
"Asclepias syriaca","common milkweed","2019-07-17","Winter Harbor, ME 04693, USA",44.3365078652,-68.061840646,10,"https://www.inaturalist.org/observations/28996547"
"Asclepias syriaca","common milkweed","2019-07-17","Winter Harbor, ME 04693, USA",44.33652811,-68.06184662,6,"https://www.inaturalist.org/observations/28996657"
"Actaea rubra","red baneberry","2019-07-16","Acadia National Park, Bar Harbor, ME, US",44.3624138972,-68.2077137568,10,"https://www.inaturalist.org/observations/28963703"
"Rhodiola rosea","Roseroot","2019-07-16","Acadia National Park, Bar Harbor, ME, US",44.36255618,-68.2082600054,10,"https://www.inaturalist.org/observations/28997245"
"Lysimachia maritima","Sea Milkwort","2019-07-16","Winter Harbor, ME, USA",44.3390272381,-68.0449493068,15,"https://www.inaturalist.org/observations/29160536"
"Cypripedium acaule","pink lady's slipper","2019-07-15","Acadia National Park, Bar Harbor, ME, US",44.3564062617,-68.2685733819,34168,"https://www.inaturalist.org/observations/28897931"
"Danaus plexippus","Monarch","2019-07-13","Acadia National Park, Southwest Harbor, ME, US",44.2404326973,-68.3053803567,85,"https://www.inaturalist.org/observations/28728982"
"Symplocarpus foetidus","Eastern Skunk Cabbage","2019-07-10","Acadia National Park, Southwest Harbor, ME, US",44.2326616667,-68.3183533333,100,"https://www.inaturalist.org/observations/28591900"
"Asclepias syriaca","common milkweed","2019-07-08","Acadia National Park, Bar Harbor, ME, US",44.3976534717,-68.2093443722,5,"https://www.inaturalist.org/observations/28468791"
"Cypripedium acaule","pink lady's slipper","2019-07-02","Acadia National Park, Mount Desert, ME, US",44.3283083333,-68.220305,NA,"https://www.inaturalist.org/observations/36226821"
"Rhodiola rosea","Roseroot","2019-06-29","Acadia National Park, Winter Harbor, ME, US",44.3326344621,-68.0511310045,5,"https://www.inaturalist.org/observations/27885709"
"Trichophorum cespitosum","Tufted Bulrush","2019-06-29","Winter Harbor, ME 04693, USA",44.33309016,-68.06163839,9,"https://www.inaturalist.org/observations/27912292"
"Corema conradii","broom crowberry","2019-06-26","Acadia National Park, Hancock County, US-ME, US",44.37813901,-68.03697594,7,"https://www.inaturalist.org/observations/27802935"
"Cypripedium acaule","pink lady's slipper","2019-06-25","Acadia National Park, Bar Harbor, ME, US",44.3459605802,-68.2279454546,634,"https://www.inaturalist.org/observations/27668846"
"Cypripedium acaule","pink lady's slipper","2019-06-24","Acadia National Park, Birch Harbor, ME, US",44.3387189039,-68.0592833212,16,"https://www.inaturalist.org/observations/27564443"
"Huperzia appressa","mountain firmoss","2019-06-20","Hancock County, US-ME, US",44.3425763839,-68.2506547788,9,"https://www.inaturalist.org/observations/27612920"
"Cypripedium acaule","pink lady's slipper","2019-06-20","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.33167491,-68.28054356,9,"https://www.inaturalist.org/observations/27613161"
"Cypripedium acaule","pink lady's slipper","2019-06-17","Acadia National Park, Bar Harbor, ME, US",44.3383533333,-68.22677,49,"https://www.inaturalist.org/observations/27165810"
"Cypripedium acaule","pink lady's slipper","2019-06-17","Acadia National Park, Mount Desert, ME, US",44.3225283333,-68.29612,5,"https://www.inaturalist.org/observations/29048093"
"Cypripedium acaule","pink lady's slipper","2019-06-16","Acadia National Park, Southwest Harbor, ME, US",44.3157116667,-68.3406216667,5,"https://www.inaturalist.org/observations/27766550"
"Cypripedium acaule","pink lady's slipper","2019-06-15","Acadia National Park, Southwest Harbor, ME, US",44.2316107999,-68.3151694654,49,"https://www.inaturalist.org/observations/27058668"
"Symplocarpus foetidus","Eastern Skunk Cabbage","2019-06-14","Acadia National Park, Southwest Harbor, ME, US",44.2270666667,-68.3209533333,49,"https://www.inaturalist.org/observations/26980455"
"Capnoides sempervirens","rock harlequin","2019-06-14","Acadia National Park, Bar Harbor, ME, US",44.3498466667,-68.1902083333,10,"https://www.inaturalist.org/observations/26985590"
"Pinus resinosa","red pine","2019-06-13","Acadia National Park, Bar Harbor, ME, US",44.3764833333,-68.2292333333,49,"https://www.inaturalist.org/observations/26933738"
"Symplocarpus foetidus","Eastern Skunk Cabbage","2019-06-12","Acadia National Park, Southwest Harbor, ME, US",44.2327382604,-68.3183372401,49,"https://www.inaturalist.org/observations/26894278"
"Toxicodendron radicans","eastern poison ivy","2019-06-10","Acadia National Park, Bar Harbor, ME, US",44.315772797,-68.1908176002,5,"https://www.inaturalist.org/observations/26759864"
"Trillium undulatum","painted trillium","2019-06-09","Southwest Harbor, ME, USA",44.310116711,-68.3390814543,156,"https://www.inaturalist.org/observations/29577848"
"Cypripedium acaule","pink lady's slipper","2019-06-04","Acadia National Park, Mount Desert, ME, US",44.324465986,-68.219988395,24,"https://www.inaturalist.org/observations/26384687"
"Trillium undulatum","painted trillium","2019-06-04","Acadia National Park, Mount Desert, ME, US",44.3240848653,-68.2512126769,24,"https://www.inaturalist.org/observations/26409118"
"Symplocarpus foetidus","Eastern Skunk Cabbage","2019-06-01","Acadia National Park, Southwest Harbor, ME, US",44.2270883333,-68.3209833333,5,"https://www.inaturalist.org/observations/26204148"
"Cypripedium acaule","pink lady's slipper","2019-06-01","Southwest Harbor, ME 04679, USA",44.2317466736,-68.315536499,NA,"https://www.inaturalist.org/observations/26360025"
"Rhodiola rosea","Roseroot","2019-05-26","Maine, USA",44.3385559,-68.2733346,16108,"https://www.inaturalist.org/observations/144265411"
"Rhodiola rosea","Roseroot","2019-05-25","Winter Harbor, ME, USA",44.3324551264,-68.060807823,8,"https://www.inaturalist.org/observations/26034626"
"Uvularia sessilifolia","sessile bellwort","2019-05-18","Acadia National Park, Bar Harbor, ME, US",44.3624847243,-68.2081197762,10,"https://www.inaturalist.org/observations/47729053"
"Epigaea repens","trailing arbutus","2019-04-25","Hancock County, US-ME, US",44.3583071608,-68.0700788688,1526,"https://www.inaturalist.org/observations/23096859"
"Symplocarpus foetidus","Eastern Skunk Cabbage","2019-04-25","Mount Desert Island, Southwest Harbor, ME, US",44.2270783333,-68.32093,5,"https://www.inaturalist.org/observations/92189690"
"Symplocarpus foetidus","Eastern Skunk Cabbage","2019-04-21","Acadia National Park, Southwest Harbor, ME, US",44.2271083333,-68.3209,5,"https://www.inaturalist.org/observations/22826873"
"Symplocarpus foetidus","Eastern Skunk Cabbage","2019-04-14","Acadia National Park, Southwest Harbor, ME, US",44.2293366667,-68.31668,5,"https://www.inaturalist.org/observations/22486094"
"Corema conradii","broom crowberry","2019-04-02","Schoodic Rd. Birch Harbor",44.358436,-68.047353,189,"https://www.inaturalist.org/observations/21929388"
"Toxicodendron rydbergii","western poison ivy","2018-10-10","Bar Harbor, ME, USA",44.3317527778,-68.1769333333,5,"https://www.inaturalist.org/observations/17829784"
"Chelone glabra","white turtlehead","2018-10-06","Acadia National Park, Bar Harbor, ME, US",44.3627924659,-68.2078437601,5,"https://www.inaturalist.org/observations/17246134"
"Danaus plexippus","Monarch","2018-10-04","Acadia National Park, Birch Harbor, ME, US",44.3370333333,-68.061875,65,"https://www.inaturalist.org/observations/17196041"
"Danaus plexippus","Monarch","2018-10-04","Acadia National Park, Birch Harbor, ME, US",44.3370216667,-68.0619971667,5,"https://www.inaturalist.org/observations/17196215"
"Toxicodendron radicans","eastern poison ivy","2018-10-03","Acadia National Park, Bar Harbor, ME, US",44.4020916667,-68.2438583333,5,"https://www.inaturalist.org/observations/17619640"
"Viburnum dentatum","southern arrowwood","2018-09-29","Suier de Monts Rd, Bar Harbor, ME 04609, USA",44.3636362,-68.2094713,34,"https://www.inaturalist.org/observations/17049535"
"Medeola virginiana","Cucumber Root","2018-09-24","Bar Harbor, ME, USA",44.3472716624,-68.2066442651,88,"https://www.inaturalist.org/observations/17062915"
"Danaus plexippus","Monarch","2018-09-22","Southwest Harbor, ME, USA",44.2292564999,-68.3124058847,143,"https://www.inaturalist.org/observations/17064194"
"Danaus plexippus","Monarch","2018-09-08","Acadia National Park, Birch Harbor, ME, US",44.3371783333,-68.0618278333,5,"https://www.inaturalist.org/observations/16327925"
"Danaus plexippus","Monarch","2018-09-08","Acadia National Park, Birch Harbor, ME, US",44.3370070914,-68.0616860837,5,"https://www.inaturalist.org/observations/16327973"
"Danaus plexippus","Monarch","2018-09-05","Acadia National Park, Birch Harbor, ME, US",44.3371775276,-68.0622744614,19,"https://www.inaturalist.org/observations/16260103"
"Danaus plexippus","Monarch","2018-08-31","Acadia National Park, Birch Harbor, ME, US",44.341045,-68.0615388333,5,"https://www.inaturalist.org/observations/16068562"
"Teucrium canadense","American Germander","2018-08-31","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.328944413,-68.1803813764,10,"https://www.inaturalist.org/observations/16155769"
"Asclepias syriaca","common milkweed","2018-08-22","Acadia National Park, Bar Harbor, ME, US",44.3975916667,-68.2095116667,10,"https://www.inaturalist.org/observations/15798828"
"Danaus plexippus","Monarch","2018-08-19","Winter Harbor, ME, USA",44.3363531396,-68.0619504084,331,"https://www.inaturalist.org/observations/67738076"
"Epigaea repens","trailing arbutus","2018-08-17","Acadia National Park, Bar Harbor, ME, US",44.3543233333,-68.2082683333,0,"https://www.inaturalist.org/observations/16575551"
"Euthamia graminifolia","flat-topped goldenrod","2018-08-13","Acadia National Park, Bar Harbor, ME, US",44.3531716667,-68.2248383333,5,"https://www.inaturalist.org/observations/15996178"
"Monotropa hypopitys","pinesap","2018-08-13","Acadia National Park, Bar Harbor, ME, US",44.3277583333,-68.1848833333,5,"https://www.inaturalist.org/observations/16014728"
"Euthamia graminifolia","flat-topped goldenrod","2018-08-11","Mt Desert, ME, USA",44.3107554253,-68.2042365258,122,"https://www.inaturalist.org/observations/15848024"
"Euthamia graminifolia","flat-topped goldenrod","2018-08-03","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.31170212,-68.18963807,6,"https://www.inaturalist.org/observations/15206353"
"Teucrium canadense","American germander","2018-07-31","Acadia National Park, Bar Harbor, ME, US",44.3681417724,-68.2039322889,178,"https://www.inaturalist.org/observations/15953355"
"Dasiphora fruticosa","shrubby cinquefoil","2018-07-31","Acadia National Park, Bar Harbor, ME, US",44.3619108347,-68.2061554462,968,"https://www.inaturalist.org/observations/15953686"
"Lilium philadelphicum","Wood Lily","2018-07-30","Acadia National Park, Mount Desert, ME, US",44.3419633333,-68.268945,5,"https://www.inaturalist.org/observations/15154805"
"Danaus plexippus","Monarch","2018-07-26","Winter Harbor, ME, USA",44.3389971048,-68.0599047695,590,"https://www.inaturalist.org/observations/15225634"
"Lilium philadelphicum","Wood Lily","2018-07-25","Great Head Trail (Acadia National Park), Bar Harbor, ME 04609, USA",44.3289258696,-68.1742734835,263,"https://www.inaturalist.org/observations/14731640"
"Xyris difformis","Bog Yellow-eyed Grass","2018-07-25","Mt Desert, ME, USA",44.32007542,-68.3796223899,NA,"https://www.inaturalist.org/observations/15067583"
"Danaus plexippus","Monarch","2018-07-24","Alvey Dr, Winter Harbor, ME 04693, USA",44.3390604818,-68.059925884,9,"https://www.inaturalist.org/observations/14694710"
"Danaus plexippus","Monarch","2018-07-23","Winter Harbor, ME, USA",44.3388361111,-68.0468222222,NA,"https://www.inaturalist.org/observations/14669914"
"Asclepias syriaca","common milkweed","2018-07-22","65 Acadia Dr, Winter Harbor, ME 04693, USA",44.3353763955,-68.0607929081,1052,"https://www.inaturalist.org/observations/14677341"
"Lilium philadelphicum","Wood Lily","2018-07-20","Acadia National Park, Mount Desert, ME, US",44.3391847657,-68.2650491657,483,"https://www.inaturalist.org/observations/14556438"
"Asclepias syriaca","common milkweed","2018-07-20","Acadia National Park, Bar Harbor, ME, US",44.3975866667,-68.2098216667,10,"https://www.inaturalist.org/observations/14561321"
"Lilium philadelphicum","Wood Lily","2018-07-16","Acadia National Park, Mount Desert, ME, US",44.332905,-68.2665466667,2596,"https://www.inaturalist.org/observations/14432175"
"Asclepias syriaca","common milkweed","2018-07-15","Acadia National Park, Mount Desert, ME, US",44.3203839953,-68.2534051015,22,"https://www.inaturalist.org/observations/14394449"
"Lilium philadelphicum","Wood Lily","2018-07-14","Acadia National Park, Mount Desert, ME, US",44.3430007713,-68.2724463974,16,"https://www.inaturalist.org/observations/14353087"
"Asclepias syriaca","common milkweed","2018-07-13","Acadia National Park, Birch Harbor, ME, US",44.3368842542,-68.0618295541,65,"https://www.inaturalist.org/observations/14316799"
"Dasiphora fruticosa","shrubby cinquefoil","2018-07-13","Acadia National Park, Bar Harbor, ME, US",44.3624781864,-68.2082802896,5,"https://www.inaturalist.org/observations/14318586"
"Rhodiola rosea","Roseroot","2018-07-12","Acadia National Park, Birch Harbor, ME, US",44.3357716667,-68.0666055,5,"https://www.inaturalist.org/observations/14286196"
"Monotropa hypopitys","pinesap","2018-07-12","Acadia National Park, Birch Harbor, ME, US",44.3382196175,-68.0666293111,5,"https://www.inaturalist.org/observations/14288025"
"Danaus plexippus","Monarch","2018-07-12","Acadia National Park, Birch Harbor, ME, US",44.3363883333,-68.0617971667,5,"https://www.inaturalist.org/observations/14291634"
"Asclepias syriaca","common milkweed","2018-07-05","Acadia National Park, Birch Harbor, ME, US",44.3367283333,-68.0618971667,165,"https://www.inaturalist.org/observations/14072545"
"Symplocarpus foetidus","Eastern Skunk Cabbage","2018-06-30","Nicatous Lake, Acadia National Park, Hancock County, US-ME, US",44.2329579173,-68.3193543368,30,"https://www.inaturalist.org/observations/13933311"
"Symplocarpus foetidus","Eastern Skunk Cabbage","2018-06-30","Nicatous Lake, Acadia National Park, Hancock County, US-ME, US",44.23274834,-68.31853194,5,"https://www.inaturalist.org/observations/13982754"
"Lysimachia maritima","Sea Milkwort","2018-06-29","Acadia National Park, Birch Harbor, ME, US",44.340660302,-68.0660548993,5,"https://www.inaturalist.org/observations/13882142"
"Monotropa hypopitys","pinesap","2018-06-28","Schoodic Point, Acadia National Park, Hancock, Maine, United States",44.341245,-68.0584216667,NA,"https://www.inaturalist.org/observations/20707806"
"Dasiphora fruticosa","shrubby cinquefoil","2018-06-25","Acadia National Park, Birch Harbor, ME, US",44.3367581489,-68.0618510396,5,"https://www.inaturalist.org/observations/13775422"
"Rhodiola rosea","Roseroot","2018-06-23","Winter Harbor, ME, USA",44.33267727,-68.05113082,3,"https://www.inaturalist.org/observations/13707976"
"Rhodiola rosea","Roseroot","2018-06-23","Acadia National Park, Birch Harbor, ME, US",44.3357666667,-68.0665805,10,"https://www.inaturalist.org/observations/13757825"
"Asclepias syriaca","common milkweed","2018-06-19","Acadia National Park, Bar Harbor, ME, US",44.3975295416,-68.209887985,24,"https://www.inaturalist.org/observations/13911509"
"Symplocarpus foetidus","Eastern Skunk Cabbage","2018-06-18","Acadia National Park",44.231217,-68.324109,95,"https://www.inaturalist.org/observations/13712757"
"Rhodiola rosea","Roseroot","2018-06-18","Acadia National Park",44.362806,-68.207335,94,"https://www.inaturalist.org/observations/13714372"
"Symplocarpus foetidus","Eastern Skunk Cabbage","2018-06-17","Acadia National Park, Southwest Harbor, ME, US",44.2326601502,-68.3185457346,5,"https://www.inaturalist.org/observations/13603934"
"Symplocarpus foetidus","Eastern Skunk Cabbage","2018-06-10","Acadia National Park, Isle au Haut, ME, US",44.0398528333,-68.6431416667,10,"https://www.inaturalist.org/observations/13572962"
"Symplocarpus foetidus","Eastern Skunk Cabbage","2018-06-06","Acadia National Park, Southwest Harbor, ME, US",44.2326883333,-68.3185366667,5,"https://www.inaturalist.org/observations/13912702"
"Rhodiola rosea","Roseroot","2018-06-03","Acadia National Park, Birch Harbor, ME, US",44.3355633333,-68.0664445,5,"https://www.inaturalist.org/observations/13158054"
"Symplocarpus foetidus","Eastern Skunk Cabbage","2018-06-02","Acadia National Park, Southwest Harbor, ME, US",44.2269133333,-68.320795,5,"https://www.inaturalist.org/observations/13063264"
"Rhodiola rosea","Roseroot","2018-06-02","04613, Birch Harbor, ME, US",44.332771442,-68.0626825113,48,"https://www.inaturalist.org/observations/13118278"
"Capnoides sempervirens","rock harlequin","2018-06-01","Acadia National Park, Bar Harbor, ME, US",44.4085796247,-68.2452560975,11883,"https://www.inaturalist.org/observations/13021211"
"Cypripedium acaule","pink lady's slipper","2018-05-31","Acadia National Park, Mount Desert, ME, US",44.328255,-68.2202216667,5,"https://www.inaturalist.org/observations/32679554"
"Symplocarpus foetidus","Eastern Skunk Cabbage","2018-05-30","Acadia National Park, Southwest Harbor, ME, US",44.23882,-68.30182,10,"https://www.inaturalist.org/observations/12956435"
"Cypripedium acaule","pink lady's slipper","2018-05-28","Mt Desert, ME, USA",44.3225724332,-68.2183207737,518,"https://www.inaturalist.org/observations/69598070"
"Cypripedium acaule","White-flowered Pink Lady's-slipper","2018-05-28","Mt Desert, ME, USA",44.3307088157,-68.2226027424,614,"https://www.inaturalist.org/observations/69598459"
"Asclepias syriaca","common milkweed","2018-05-24","Acadia National Park, Birch Harbor, ME, US",44.33713,-68.0618055,65,"https://www.inaturalist.org/observations/12769393"
"Danaus plexippus","Monarch","2017-11-01","9 Atterbury Cir, Winter Harbor, ME 04693, USA",44.3379743,-68.060098,169,"https://www.inaturalist.org/observations/9623904"
"Dasiphora fruticosa","shrubby cinquefoil","2017-10-21","Acadia National Park, Bar Harbor, ME, US",44.3625112111,-68.2080634498,5,"https://www.inaturalist.org/observations/8494114"
"Cornus rugosa","Round-leaved Dogwood","2017-10-21","Acadia National Park, Bar Harbor, ME, US",44.3627260393,-68.2081504539,10,"https://www.inaturalist.org/observations/8494124"
"Chelone glabra","white turtlehead","2017-10-21","Acadia National Park, Bar Harbor, ME, US",44.3627088564,-68.2077954803,5,"https://www.inaturalist.org/observations/8494130"
"Danaus plexippus","Monarch","2017-10-21","Acadia National Park, Tremont, ME, US",44.2222580407,-68.3376037516,5,"https://www.inaturalist.org/observations/8494151"
"Danaus plexippus","Monarch","2017-09-26","Acadia National Park, Birch Harbor, ME, US",44.3364333333,-68.0621028333,10,"https://www.inaturalist.org/observations/12878149"
"Bombus terricola","Yellow-banded Bumble Bee","2017-09-23","Bar Harbor, ME, USA",44.3761404792,-68.2448387146,61,"https://www.inaturalist.org/observations/8068893"
"Asclepias syriaca","common milkweed","2017-09-21","Musetti Dr, Winter Harbor, ME, US",44.3370333133,-68.0618525791,NA,"https://www.inaturalist.org/observations/8025789"
"Asclepias syriaca","common milkweed","2017-09-21","Musetti Dr, Winter Harbor, ME, US",44.337164875,-68.0617850042,165,"https://www.inaturalist.org/observations/8025790"
"Asclepias syriaca","common milkweed","2017-09-21","Musetti Dr, Winter Harbor, ME, US",44.3370601046,-68.0618717766,65,"https://www.inaturalist.org/observations/8025794"
"Asclepias syriaca","common milkweed","2017-09-21","Musetti Dr, Winter Harbor, ME, US",44.3371461861,-68.061819221,65,"https://www.inaturalist.org/observations/8025804"
"Asclepias syriaca","common milkweed","2017-09-21","Acadia National Park, Hancock County, US-ME, US",44.3370810182,-68.0618535574,162,"https://www.inaturalist.org/observations/8027404"
"Asclepias syriaca","common milkweed","2017-09-21","Acadia National Park, Hancock County, US-ME, US",44.3371165685,-68.0618152556,732,"https://www.inaturalist.org/observations/8027544"
"Asclepias syriaca","common milkweed","2017-09-21","Acadia National Park, Hancock County, US-ME, US",44.3370363231,-68.0618440605,73,"https://www.inaturalist.org/observations/8027592"
"Pinus resinosa","red pine","2017-09-21","Rock End Way, Bar Harbor, ME, US",44.3609416667,-68.2693033333,NA,"https://www.inaturalist.org/observations/8031532"
"Danaus plexippus","Monarch","2017-09-20","Acadia National Park, Winter Harbor, ME, US",44.3371166667,-68.0618278333,NA,"https://www.inaturalist.org/observations/8237892"
"Bartonia virginica","yellow screwstem","2017-09-20","Mt Desert, ME, USA",44.342143445,-68.2729053497,122,"https://www.inaturalist.org/observations/8370748"
"Euthamia graminifolia","flat-topped goldenrod","2017-09-19","28 Musetti Dr, Winter Harbor, ME 04693, USA",44.3364523,-68.06192238,4,"https://www.inaturalist.org/observations/7994941"
"Rhodiola rosea","Roseroot","2017-09-18","Schoodic Point, Winter Harbor, ME 04693, USA",44.3323493,-68.0610361,1551,"https://www.inaturalist.org/observations/9102545"
"Danaus plexippus","Monarch","2017-09-13","64 Acadia Dr, Winter Harbor, ME, US",44.3351543555,-68.0609338079,10,"https://www.inaturalist.org/observations/7902341"
"Actaea pachypoda","white baneberry","2017-09-07","Valley Cove Trl, Mount Desert, ME, US",44.3114206672,-68.3183317231,106,"https://www.inaturalist.org/observations/7994918"
"Asclepias syriaca","common milkweed","2017-08-30","Musetti Dr, Winter Harbor, ME, US",44.3370866667,-68.0618833333,NA,"https://www.inaturalist.org/observations/7741699"
"Danaus plexippus","Monarch","2017-08-26","Baker Island, ME, USA",44.245025,-68.2024472222,NA,"https://www.inaturalist.org/observations/7661981"
"Danaus plexippus","Monarch","2017-08-25","1–99 Schoodic Shores Dr, Winter Harbor, ME, US",44.3382656421,-68.0591612282,332,"https://www.inaturalist.org/observations/7653553"
"Medeola virginiana","Cucumber Root","2017-08-23","Valley Trl, Southwest Harbor, ME, US",44.3124966667,-68.3431333333,NA,"https://www.inaturalist.org/observations/7620519"
"Danaus plexippus","Monarch","2017-08-07","40–98 Jacobson Dr, Winter Harbor, ME, US",44.3395283333,-68.0608445,NA,"https://www.inaturalist.org/observations/7394601"
"Rhexia virginica","Virginia meadowbeauty","2017-08-07","25 Visitor Center Rd, Bar Harbor, ME, US",44.4066681968,-68.2517562844,52,"https://www.inaturalist.org/observations/7397812"
"Toxicodendron radicans","eastern poison ivy","2017-08-01","Schoodic Point, Acadia National Park, Hancock County, US-ME, US",44.3360577571,-68.0573988241,10,"https://www.inaturalist.org/observations/7306509"
"Danaus plexippus","Monarch","2017-07-31","Winter Harbor, ME, USA",44.3363417862,-68.0617897511,4,"https://www.inaturalist.org/observations/7305678"
"Danaus plexippus","Monarch","2017-07-31","Winter Harbor, ME, USA",44.3364466197,-68.0618079901,2,"https://www.inaturalist.org/observations/7305679"
"Lilium philadelphicum","Wood Lily","2017-07-28","Acadia National Park, Mount Desert, ME, US",44.3430116667,-68.2732866667,10,"https://www.inaturalist.org/observations/12130975"
