"scientific.name","common.name","observed.on","location","listing.status","latitude","longitude","url"
"Histrionicus histrionicus","Harlequin Duck","2022-11-19","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2022-11-14","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2022-11-09","Acadia NP--Schoodic Peninsula","state threatened",44.3403019,-68.0582428,NA
"Histrionicus histrionicus","Harlequin Duck","2022-11-19","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2022-11-13","Acadia NP--Hunters Head","state threatened",44.2984422,-68.2108198,NA
"Histrionicus histrionicus","Harlequin Duck","2022-11-13","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2022-11-02","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2022-11-11","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2022-11-27","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2022-11-16","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2022-11-10","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2022-11-10","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2022-11-20","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2022-11-11","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2022-11-19","Acadia NP--Schoodic Peninsula","state threatened",44.3403019,-68.0582428,NA
"Histrionicus histrionicus","Harlequin Duck","2022-11-05","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2022-11-14","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2022-11-05","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2022-11-08","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2022-11-11","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2022-11-13","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2022-11-09","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2022-11-19","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2022-11-06","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2022-11-17","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2022-11-10","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2022-11-14","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2022-11-09","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2022-11-27","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2022-11-05","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2022-11-19","Acadia NP--Schoodic Peninsula","state threatened",44.3403019,-68.0582428,NA
"Histrionicus histrionicus","Harlequin Duck","2022-11-19","Acadia NP--Schoodic Peninsula","state threatened",44.3403019,-68.0582428,NA
"Histrionicus histrionicus","Harlequin Duck","2022-11-12","Acadia NP--Schoodic Peninsula","state threatened",44.3403019,-68.0582428,NA
"Histrionicus histrionicus","Harlequin Duck","2022-11-05","Acadia National Park, Birch Harbor US-ME 44.35739, -68.04687","state threatened",44.35739,-68.046866,NA
"Histrionicus histrionicus","Harlequin Duck","2022-11-16","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2022-11-17","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Falco peregrinus","Peregrine Falcon","2022-11-06","Beech Cliffs","state endangered",44.314633,-68.343227,NA
"Falco peregrinus","Peregrine Falcon","2022-11-30","Acadia NP--Sargent Mountain","state endangered",44.3481336,-68.2717656,NA
"Falco peregrinus","Peregrine Falcon","2022-11-10","Acadia NP--Blueberry Hill","state endangered",44.3386398,-68.0454782,NA
"Falco peregrinus","Peregrine Falcon","2022-11-06","Acadia NP--Schoodic Point","state endangered",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2022-11-17","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2022-11-10","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2022-11-13","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2022-11-20","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2022-11-17","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2022-11-17","Bass Harbor Head Lighthouse","state threatened",44.2219221,-68.3371925,NA
"Alca torda","Razorbill","2022-11-11","Acadia NP--Blueberry Hill","state threatened",44.3386398,-68.0454782,NA
"Alca torda","Razorbill","2022-11-17","Bass Harbor Head Lighthouse","state threatened",44.2219221,-68.3371925,NA
"Alca torda","Razorbill","2022-11-27","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2022-11-13","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2022-11-27","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2022-11-11","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2022-11-25","Acadia NP--Ocean Drive","state threatened",44.3231322,-68.1873536,NA
"Alca torda","Razorbill","2022-11-10","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2022-12-21","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2022-12-25","Acadia National Park, Birch Harbor US-ME 44.33398, -68.05864","state threatened",44.333977,-68.05864,NA
"Histrionicus histrionicus","Harlequin Duck","2022-12-30","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2022-12-30","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2022-12-11","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2022-12-15","Acadia NP--Schoodic Peninsula","state threatened",44.3403019,-68.0582428,NA
"Histrionicus histrionicus","Harlequin Duck","2022-12-11","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2022-12-30","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2022-12-09","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2022-12-09","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2022-12-21","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2022-12-30","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2022-12-20","Acadia NP--Schoodic Loop Road (Mount Desert Narrows)","state threatened",44.366956,-68.076409,NA
"Alca torda","Razorbill","2022-12-11","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2022-12-19","Acadia NP--Seawall Picnic Area","state threatened",44.2373,-68.3025,NA
"Alca torda","Razorbill","2022-12-02","Acadia NP--Schoodic Peninsula","state threatened",44.3403019,-68.0582428,NA
"Alca torda","Razorbill","2022-12-30","Acadia NP--Ship Harbor Trail","state threatened",44.2316668,-68.3256161,NA
"Alca torda","Razorbill","2022-12-30","Acadia NP--Ship Harbor Trail","state threatened",44.2316668,-68.3256161,NA
"Alca torda","Razorbill","2022-12-27","Acadia NP--Seawall Picnic Area","state threatened",44.2373,-68.3025,NA
"Alca torda","Razorbill","2022-12-18","Acadia NP--Seawall Picnic Area","state threatened",44.2373,-68.3025,NA
"Histrionicus histrionicus","Harlequin Duck","2023-01-09","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2023-01-25","STOP5 SCHOODIC WINTER WATERBIRD SURVEY","state threatened",44.347779,-68.075941,NA
"Histrionicus histrionicus","Harlequin Duck","2023-01-01","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2023-01-28","Acadia NP--Blueberry Hill","state threatened",44.3386398,-68.0454782,NA
"Histrionicus histrionicus","Harlequin Duck","2023-01-01","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2023-01-01","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2023-01-14","Acadia NP--Blueberry Hill","state threatened",44.3386398,-68.0454782,NA
"Histrionicus histrionicus","Harlequin Duck","2023-01-10","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2023-01-28","Acadia National Park, Birch Harbor US-ME 44.34657, -68.04572","state threatened",44.34657,-68.045719,NA
"Histrionicus histrionicus","Harlequin Duck","2023-01-07","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2023-01-28","Acadia NP--Blueberry Hill","state threatened",44.3386398,-68.0454782,NA
"Histrionicus histrionicus","Harlequin Duck","2023-01-07","Acadia National Park, Birch Harbor US-ME 44.33287, -68.06107","state threatened",44.332874,-68.061074,NA
"Histrionicus histrionicus","Harlequin Duck","2023-01-03","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2023-01-28","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2023-01-28","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2023-01-14","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2023-01-10","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2023-01-14","Acadia NP--Blueberry Hill","state threatened",44.3386398,-68.0454782,NA
"Histrionicus histrionicus","Harlequin Duck","2023-01-25","STOP7 SCHOODIC WINTER WATERBIRD SURVEY","state threatened",44.337055,-68.056445,NA
"Histrionicus histrionicus","Harlequin Duck","2023-01-28","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2023-01-09","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2023-01-07","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2023-01-25","STOP8 SCHOODIC WINTER WATERBIRD SURVEY","state threatened",44.332834,-68.061351,NA
"Histrionicus histrionicus","Harlequin Duck","2023-01-28","Acadia National Park, Birch Harbor US-ME 44.34657, -68.04572","state threatened",44.34657,-68.045719,NA
"Histrionicus histrionicus","Harlequin Duck","2023-01-14","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2023-01-09","Acadia NP--Blueberry Hill","state threatened",44.3386398,-68.0454782,NA
"Alca torda","Razorbill","2023-01-09","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2023-01-09","Acadia NP--Blueberry Hill","state threatened",44.3386398,-68.0454782,NA
"Alca torda","Razorbill","2023-01-25","Acadia NP--Seawall Picnic Area","state threatened",44.2373,-68.3025,NA
"Alca torda","Razorbill","2023-01-25","Acadia NP--Seawall Picnic Area","state threatened",44.2373,-68.3025,NA
"Alca torda","Razorbill","2023-01-14","Acadia National Park, Southwest Harbor US-ME 44.23765, -68.30179","state threatened",44.237654,-68.301792,NA
"Alca torda","Razorbill","2023-01-18","Bass Harbor Head Lighthouse","state threatened",44.2219221,-68.3371925,NA
"Alca torda","Razorbill","2023-01-25","Bass Harbor Head Lighthouse","state threatened",44.2219221,-68.3371925,NA
"Alca torda","Razorbill","2023-01-03","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2023-01-25","STOP8 SCHOODIC WINTER WATERBIRD SURVEY","state threatened",44.332834,-68.061351,NA
"Alca torda","Razorbill","2023-01-09","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2023-01-01","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2023-01-14","Acadia National Park, Southwest Harbor US-ME 44.23765, -68.30179","state threatened",44.237654,-68.301792,NA
"Alca torda","Razorbill","2023-01-25","Bass Harbor Head Lighthouse","state threatened",44.2219221,-68.3371925,NA
"Alca torda","Razorbill","2023-01-25","Acadia NP--Seawall Picnic Area","state threatened",44.2373,-68.3025,NA
"Alca torda","Razorbill","2023-01-11","Acadia NP--Seawall Picnic Area","state threatened",44.2373,-68.3025,NA
"Alca torda","Razorbill","2023-01-11","600 Seawall Road, Southwest Harbor, Maine, US (44.242, -68.299)","state threatened",44.24223,-68.2992446,NA
"Histrionicus histrionicus","Harlequin Duck","2023-02-12","Acadia NP--Blueberry Hill","state threatened",44.3386398,-68.0454782,NA
"Histrionicus histrionicus","Harlequin Duck","2023-02-25","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2023-02-10","Acadia NP--Blueberry Hill","state threatened",44.3386398,-68.0454782,NA
"Histrionicus histrionicus","Harlequin Duck","2023-02-25","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2023-02-25","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2023-02-27","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2023-02-25","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2023-02-27","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2023-02-25","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2023-02-25","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2023-02-11","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2023-02-24","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2023-02-25","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2023-02-27","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2023-02-11","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2023-02-25","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2023-02-01","Schoodic Island (restricted access)","state threatened",44.331378,-68.032664,NA
"Histrionicus histrionicus","Harlequin Duck","2023-02-25","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2023-02-12","Acadia National Park, Birch Harbor US-ME 44.37261, -68.07627","state threatened",44.37261,-68.076267,NA
"Histrionicus histrionicus","Harlequin Duck","2023-02-25","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2023-02-11","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2023-02-01","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2023-02-12","Acadia National Park, Birch Harbor US-ME 44.37261, -68.07627","state threatened",44.37261,-68.076267,NA
"Histrionicus histrionicus","Harlequin Duck","2023-02-10","Acadia NP--Schoodic Peninsula","state threatened",44.3403019,-68.0582428,NA
"Histrionicus histrionicus","Harlequin Duck","2023-02-25","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2023-02-20","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2023-02-20","Acadia National Park, Birch Harbor US-ME 44.33592, -68.06170","state threatened",44.335916,-68.061697,NA
"Histrionicus histrionicus","Harlequin Duck","2023-02-25","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2023-02-25","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2023-02-20","Acadia National Park, Birch Harbor US-ME 44.33289, -68.06126","state threatened",44.332893,-68.061263,NA
"Alca torda","Razorbill","2023-02-12","Acadia NP--Ocean Drive","state threatened",44.3231322,-68.1873536,NA
"Alca torda","Razorbill","2023-02-07","STOP4 SCHOODIC WINTER WATERBIRD SURVEY","state threatened",44.361337,-68.076598,NA
"Alca torda","Razorbill","2023-02-05","Acadia NP--Seawall Picnic Area","state threatened",44.2373,-68.3025,NA
"Alca torda","Razorbill","2023-02-06","Acadia NP--Seawall Pond","state threatened",44.2426166,-68.299427,NA
"Alca torda","Razorbill","2023-02-20","Acadia NP--Blueberry Hill","state threatened",44.3386398,-68.0454782,NA
"Bucephala islandica","Barrow's Goldeneye","2023-03-10","Schoodic Loop Road, Winter Harbor, Maine, US (44.358, -68.047)","state threatened",44.3577309,-68.0469422,NA
"Histrionicus histrionicus","Harlequin Duck","2023-03-18","Acadia NP--Schoodic Institute Campus","state threatened",44.3353649,-68.0611429,NA
"Histrionicus histrionicus","Harlequin Duck","2023-03-05","Acadia NP--Blueberry Hill","state threatened",44.3386398,-68.0454782,NA
"Histrionicus histrionicus","Harlequin Duck","2023-03-10","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2023-03-05","Acadia NP--Blueberry Hill","state threatened",44.3386398,-68.0454782,NA
"Histrionicus histrionicus","Harlequin Duck","2023-03-10","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2023-03-10","Acadia NP--Blueberry Hill","state threatened",44.3386398,-68.0454782,NA
"Histrionicus histrionicus","Harlequin Duck","2023-03-05","Acadia NP--Blueberry Hill","state threatened",44.3386398,-68.0454782,NA
"Histrionicus histrionicus","Harlequin Duck","2023-03-19","Acadia National Park, Birch Harbor US-ME 44.33397, -68.05853","state threatened",44.33397,-68.058533,NA
"Histrionicus histrionicus","Harlequin Duck","2023-03-06","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2023-03-05","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2023-03-10","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Alca torda","Razorbill","2023-03-24","STOP7 SCHOODIC WINTER WATERBIRD SURVEY","state threatened",44.337055,-68.056445,NA
"Alca torda","Razorbill","2023-03-24","STOP2B SCHOODIC WINTER WATERBIRD SURVEY","state threatened",44.375663,-68.075712,NA
"Alca torda","Razorbill","2023-03-24","STOP4 SCHOODIC WINTER WATERBIRD SURVEY","state threatened",44.361337,-68.076598,NA
"Alca torda","Razorbill","2023-03-24","STOP3 SCHOODIC WINTER WATERBIRD SURVEY","state threatened",44.368354,-68.076678,NA
"Alca torda","Razorbill","2023-03-24","STOP2B SCHOODIC WINTER WATERBIRD SURVEY","state threatened",44.375663,-68.075712,NA
"Alca torda","Razorbill","2023-03-24","STOP8 SCHOODIC WINTER WATERBIRD SURVEY","state threatened",44.332834,-68.061351,NA
"Alca torda","Razorbill","2023-03-21","Acadia NP--Seawall Picnic Area","state threatened",44.2373,-68.3025,NA
"Alca torda","Razorbill","2023-03-24","STOP8 SCHOODIC WINTER WATERBIRD SURVEY","state threatened",44.332834,-68.061351,NA
"Alca torda","Razorbill","2023-03-18","Acadia NP--Schoodic Institute Campus","state threatened",44.3353649,-68.0611429,NA
"Alca torda","Razorbill","2023-03-10","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2023-04-13","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2023-04-07","Acadia NP--Bubble Pond","state threatened",44.3455195,-68.2402897,NA
"Histrionicus histrionicus","Harlequin Duck","2023-04-13","Acadia National Park, Birch Harbor US-ME 44.33394, -68.05859","state threatened",44.333944,-68.058591,NA
"Falco peregrinus","Peregrine Falcon","2023-04-11","Acadia National Park, Bar Harbor US-ME 44.33889, -68.18309","state endangered",44.338886,-68.183089,NA
"Falco peregrinus","Peregrine Falcon","2023-04-11","Acadia NP--Beaver Dam Pond","state endangered",44.3623836,-68.1951383,NA
"Falco peregrinus","Peregrine Falcon","2023-04-11","Acadia NP--Park Loop Road","state endangered",44.3469312,-68.1873322,NA
"Falco peregrinus","Peregrine Falcon","2023-04-09","Acadia National Park, Bar Harbor US-ME (44.3205,-68.1889)","state endangered",44.320483,-68.188865,NA
"Falco peregrinus","Peregrine Falcon","2023-04-11","Acadia NP--Precipice Trail","state endangered",44.3547872,-68.1897354,NA
"Falco peregrinus","Peregrine Falcon","2023-04-11","Acadia NP--Precipice Trail","state endangered",44.3547872,-68.1897354,NA
"Falco peregrinus","Peregrine Falcon","2023-04-18","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Falco peregrinus","Peregrine Falcon","2023-04-11","Acadia National Park, Bar Harbor US-ME 44.33930, -68.18261","state endangered",44.339304,-68.182614,NA
"Falco peregrinus","Peregrine Falcon","2023-04-23","Acadia NP--Sand Beach","state endangered",44.3292206,-68.1822252,NA
"Falco peregrinus","Peregrine Falcon","2023-04-16","Acadia NP--Otter Point","state endangered",44.3072668,-68.1901217,NA
"Falco peregrinus","Peregrine Falcon","2023-04-14","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Falco peregrinus","Peregrine Falcon","2023-04-14","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Falco peregrinus","Peregrine Falcon","2023-04-14","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Falco peregrinus","Peregrine Falcon","2023-04-11","Acadia NP--Park Loop Road","state endangered",44.3469312,-68.1873322,NA
"Falco peregrinus","Peregrine Falcon","2023-04-29","Acadia NP--Sargent Mountain","state endangered",44.343252,-68.273499,NA
"Falco peregrinus","Peregrine Falcon","2023-04-29","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Falco peregrinus","Peregrine Falcon","2023-04-14","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Falco peregrinus","Peregrine Falcon","2023-04-21","Acadia NP--Schooner Head Road Marsh","state endangered",44.3489122,-68.1854868,NA
"Falco peregrinus","Peregrine Falcon","2023-04-17","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Falco peregrinus","Peregrine Falcon","2023-04-12","Acadia NP--Champlain Mountain","state endangered",44.3508187,-68.194043,NA
"Alca torda","Razorbill","2023-04-16","Acadia NP--Otter Point","state threatened",44.3072668,-68.1901217,NA
"Alca torda","Razorbill","2023-04-24","STOP7 SCHOODIC WINTER WATERBIRD SURVEY","state threatened",44.337055,-68.056445,NA
"Sterna paradisaea","Arctic Tern","2023-05-24","Schoodic Island (restricted access)","state threatened",44.331378,-68.032664,NA
"Fratercula arctica","Atlantic Puffin","2023-05-23","Upper Hadlock","state threatened",44.32043,-68.289165,NA
"Fratercula arctica","Atlantic Puffin","2023-05-29","Acadia NP--Ship Harbor Trail","state threatened",44.2316668,-68.3256161,NA
"Histrionicus histrionicus","Harlequin Duck","2023-05-05","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2023-05-09","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2023-05-09","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2023-05-16","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2023-05-15","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2023-05-15","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2023-05-16","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2023-05-11","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2023-05-18","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Falco peregrinus","Peregrine Falcon","2023-05-25","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Falco peregrinus","Peregrine Falcon","2023-05-09","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Falco peregrinus","Peregrine Falcon","2023-05-25","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Falco peregrinus","Peregrine Falcon","2023-05-25","Acadia NP--Precipice Trail","state endangered",44.3547872,-68.1897354,NA
"Falco peregrinus","Peregrine Falcon","2023-05-20","Somes Sound","state endangered",44.316985,-68.305876,NA
