"common.name","scientific.name","observed.on","place.guess","latitude","longitude","positional.accuracy","url","cat"
"rugosa rose","Rosa rugosa","2020-07-17","Bar Harbor, ME 04609, USA",44.3599329722,-68.1882889722,NA,"https://www.inaturalist.org/observations/53644070","All observations"
"rugosa rose","Rosa rugosa","2020-07-17","Bar Harbor, ME 04609, USA",44.3599249722,-68.188293,NA,"https://www.inaturalist.org/observations/53644099","All observations"
"purple crownvetch","Securigera varia","2020-07-16","Acadia National Park, Birch Harbor, ME, US",44.3374771709,-68.0617785959,65,"https://www.inaturalist.org/observations/53293784","All observations"
"purple crownvetch","Securigera varia","2020-07-14","Bar Harbor, ME, USA",44.3353598677,-68.2235643229,4450,"https://www.inaturalist.org/observations/53496238","All observations"
"Browntail Moth","Euproctis chrysorrhoea","2020-07-13","Acadia National Park, Bar Harbor, ME, US",44.3738659369,-68.2436729233,54755,"https://www.inaturalist.org/observations/52956054","All observations"
"purple crownvetch","Securigera varia","2020-07-07","Bar Harbor",44.3524326,-68.2259126,27,"https://www.inaturalist.org/observations/52266529","All observations"
"purple crownvetch","Securigera varia","2020-07-07","Acadia National Park, Bar Harbor, ME, US",44.3527420611,-68.2262791694,10,"https://www.inaturalist.org/observations/52278364","All observations"
"bird's-foot trefoil","Lotus corniculatus","2020-07-06","Acadia National Park, Birch Harbor, ME, US",44.365075,-68.0761945,4,"https://www.inaturalist.org/observations/52431740","All observations"
"rugosa rose","Rosa rugosa","2020-07-06","Acadia National Park, Bar Harbor, ME, US",44.32070833,-68.18875,5,"https://www.inaturalist.org/observations/52665429","All observations"
"rugosa rose","Rosa rugosa","2020-07-06","Acadia National Park, Bar Harbor, ME, US",44.320745,-68.18878,5,"https://www.inaturalist.org/observations/52665545","All observations"
"purple crownvetch","Securigera varia","2020-06-28","Acadia National Park, Hancock County, US-ME, US",44.3277751095,-68.1882059437,5000,"https://www.inaturalist.org/observations/51381094","All observations"
"great mullein","Verbascum thapsus","2020-06-27","Acadia National Park, Bar Harbor, ME, US",44.3528939983,-68.2658453575,901,"https://www.inaturalist.org/observations/51166575","All observations"
"purple crownvetch","Securigera varia","2020-06-27","Acadia National Park, Bar Harbor, ME, US",44.355090265,-68.2676809788,971,"https://www.inaturalist.org/observations/51166801","All observations"
"bird's-foot trefoil","Lotus corniculatus","2020-06-27","Acadia National Park, Bar Harbor, ME, US",44.3537542417,-68.2659730822,927,"https://www.inaturalist.org/observations/51166900","All observations"
"great mullein","Verbascum thapsus","2020-06-27","Jordan River, Lamoine, ME, US",44.4115744334,-68.155834089,16,"https://www.inaturalist.org/observations/58247386","All observations"
"bittersweet nightshade","Solanum dulcamara","2020-06-24","Acadia National Park",44.338555951,-68.2733345032,22308,"https://www.inaturalist.org/observations/50811061","All observations"
"Alsike clover","Trifolium hybridum","2020-06-24","Acadia National Park",44.338555951,-68.2733345032,22308,"https://www.inaturalist.org/observations/50815694","All observations"
"rugosa rose","Rosa rugosa","2020-06-24","Acadia National Park, Bar Harbor, ME, US",44.3531164296,-68.224829027,8,"https://www.inaturalist.org/observations/50832603","All observations"
"rugosa rose","Rosa rugosa","2020-06-24","Acadia National Park, Bar Harbor, ME, US",44.3531,-68.22493667,12,"https://www.inaturalist.org/observations/51566301","All observations"
"rugosa rose","Rosa rugosa","2020-06-22","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3207466184,-68.1888152473,5,"https://www.inaturalist.org/observations/50824842","All observations"
"rugosa rose","Rosa rugosa","2020-06-22","Acadia National Park, Birch Harbor, ME, US",44.33892833,-68.04525,30,"https://www.inaturalist.org/observations/51420994","All observations"
"rugosa rose","Rosa rugosa","2020-06-21","Acadia National Park, Bar Harbor, ME, US",44.353152942,-68.2236993034,5,"https://www.inaturalist.org/observations/50437407","All observations"
"rugosa rose","Rosa rugosa","2020-06-20","Winter Harbor, ME, USA",44.3428805556,-68.0600444444,9,"https://www.inaturalist.org/observations/50558824","All observations"
"Large-leaved lupine","Lupinus polyphyllus","2020-06-13","Acadia National Park, Bar Harbor, ME, US",44.3977108142,-68.2090436306,16,"https://www.inaturalist.org/observations/50994912","All observations"
"rugosa rose","Rosa rugosa","2020-06-08","Cochrane Point, Acadia National Park, Hancock, Maine, United States",44.3208361111,-68.1889027778,16,"https://www.inaturalist.org/observations/72499413","All observations"
"colt's-foot","Tussilago farfara","2020-05-14","Tremont, ME 04612, USA",44.2820444444,-68.3904305556,NA,"https://www.inaturalist.org/observations/45912787","All observations"
"colt's-foot","Tussilago farfara","2020-03-18","Mount Desert Island, Bar Harbor, ME, US",44.3292327471,-68.1838879231,20,"https://www.inaturalist.org/observations/41527880","All observations"
"rugosa rose","Rosa rugosa","2019-12-22","Bar Harbor, ME, USA",44.3292639219,-68.1832534815,143,"https://www.inaturalist.org/observations/37861541","All observations"
"rugosa rose","Rosa rugosa","2019-10-27","Acadia National Park, Southwest Harbor, ME, US",44.2291708825,-68.3124374505,5,"https://www.inaturalist.org/observations/46407070","All observations"
"rugosa rose","Rosa rugosa","2019-10-16","Acadia National Park, Birch Harbor, ME, US",44.33258,-68.0606916667,5,"https://www.inaturalist.org/observations/34458202","All observations"
"bittersweet nightshade","Solanum dulcamara","2019-10-16","Acadia National Park, Birch Harbor, ME, US",44.3326616667,-68.0608528333,5,"https://www.inaturalist.org/observations/34459433","All observations"
"rugosa rose","Rosa rugosa","2019-10-16","Gulf of Maine, Southwest Harbor, ME, US",44.23688,-68.3021616667,4,"https://www.inaturalist.org/observations/34482684","All observations"
"rugosa rose","Rosa rugosa","2019-10-15","Acadia National Park, Mount Desert, ME, US",44.3204,-68.25367,65,"https://www.inaturalist.org/observations/165834391","All observations"
"rugosa rose","Rosa rugosa","2019-10-13","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3173497683,-68.1989758742,5,"https://www.inaturalist.org/observations/34326057","All observations"
"purple crownvetch","Securigera varia","2019-10-11","Bar Harbor, ME 04609, USA",44.317432501,-68.1993484497,263,"https://www.inaturalist.org/observations/34457372","All observations"
"bittersweet nightshade","Solanum dulcamara","2019-10-08","Acadia National Park, Mount Desert, ME, US",44.3065,-68.2042616667,8,"https://www.inaturalist.org/observations/34063515","All observations"
"bittersweet nightshade","Solanum dulcamara","2019-10-07","Acadia National Park, Mount Desert, ME, US",44.2974369517,-68.2152052735,12,"https://www.inaturalist.org/observations/34064601","All observations"
"rugosa rose","Rosa rugosa","2019-10-07","Acadia National Park, Southwest Harbor, ME, US",44.2294533333,-68.3124,NA,"https://www.inaturalist.org/observations/60041371","All observations"
"rugosa rose","Rosa rugosa","2019-10-07","Gulf of Maine, Southwest Harbor, ME, US",44.229295,-68.3129583333,NA,"https://www.inaturalist.org/observations/60041383","All observations"
"common heather","Calluna vulgaris","2019-10-03","Acadia National Park, Mount Desert, ME, US",44.30687,-68.3205633333,6502,"https://www.inaturalist.org/observations/33818718","All observations"
"rugosa rose","Rosa rugosa","2019-10-01","Acadia National Park, Bar Harbor, ME, US",44.3641083333,-68.2044,4379,"https://www.inaturalist.org/observations/33747477","All observations"
"bittersweet nightshade","Solanum dulcamara","2019-09-30","Winter Harbor, ME 04693, USA",44.3329162598,-68.0604171753,NA,"https://www.inaturalist.org/observations/33672310","All observations"
"rugosa rose","Rosa rugosa","2019-09-28","Acadia National Park, Birch Harbor, ME, US",44.3662133333,-68.0762555,5,"https://www.inaturalist.org/observations/33582124","All observations"
"creeping thistle","Cirsium arvense","2019-09-28","Winter Harbor, ME, USA",44.3390738168,-68.0588688876,48,"https://www.inaturalist.org/observations/34624005","All observations"
"rugosa rose","Rosa rugosa","2019-09-28","Winter Harbor, ME, USA",44.3383997155,-68.0461692702,70,"https://www.inaturalist.org/observations/34853321","All observations"
"rugosa rose","Rosa rugosa","2019-09-28","Winter Harbor, ME, USA",44.3385481709,-68.0460211404,66,"https://www.inaturalist.org/observations/34853556","All observations"
"rugosa rose","Rosa rugosa","2019-09-24","Acadia National Park, Birch Harbor, ME, US",44.3653097063,-68.0763183309,15,"https://www.inaturalist.org/observations/33321437","All observations"
"rugosa rose","Rosa rugosa","2019-09-24","Bar Harbor, ME 04609, USA",44.3288383484,-68.18019104,NA,"https://www.inaturalist.org/observations/33338797","All observations"
"great mullein","Verbascum thapsus","2019-09-21","Bar Harbor, ME 04609, USA",44.396987915,-68.2106170654,NA,"https://www.inaturalist.org/observations/33307508","All observations"
"rugosa rose","Rosa rugosa","2019-09-17","Winter Harbor, ME 04693, USA",44.3664741516,-68.0763320923,NA,"https://www.inaturalist.org/observations/32898446","All observations"
"rugosa rose","Rosa rugosa","2019-09-17","Southwest Harbor, ME, USA",44.23112,-68.32356,NA,"https://www.inaturalist.org/observations/33005746","All observations"
"colt's-foot","Tussilago farfara","2019-09-17","Mount Desert Island, Bar Harbor, ME, US",44.3748631608,-68.1917013881,10,"https://www.inaturalist.org/observations/33032043","All observations"
"rugosa rose","Rosa rugosa","2019-09-16","Acadia National Park, Bar Harbor, ME, US",44.3174469565,-68.1994484459,5,"https://www.inaturalist.org/observations/32853792","All observations"
"rugosa rose","Rosa rugosa","2019-09-16","Cadillac Mountain",44.3525816,-68.2251036,1551,"https://www.inaturalist.org/observations/32927243","All observations"
"rugosa rose","Rosa rugosa","2019-09-13","Frenchman Bay, Birch Harbor, ME, US",44.3664466667,-68.0764,6,"https://www.inaturalist.org/observations/32832705","All observations"
"Alsike clover","Trifolium hybridum","2019-09-11","Acadia National Park, Bar Harbor, ME, US",44.353024615,-68.2258156501,5,"https://www.inaturalist.org/observations/32543815","All observations"
"rugosa rose","Rosa rugosa","2019-09-10","Nicatous Lake, Acadia National Park, Hancock County, US-ME, US",44.22194604,-68.33751318,7,"https://www.inaturalist.org/observations/32491929","All observations"
"Bifid Hemp-nettle","Galeopsis bifida","2019-09-10","Winter Harbor, ME, USA",44.3311961231,-68.0335739339,778,"https://www.inaturalist.org/observations/32593207","All observations"
"bittersweet nightshade","Solanum dulcamara","2019-09-10","Winter Harbor, ME, USA",44.3281361111,-68.0334861111,5,"https://www.inaturalist.org/observations/32593743","All observations"
"bittersweet nightshade","Solanum dulcamara","2019-09-10","Acadia National Park, Winter Harbor, ME, US",44.32807412,-68.0332985055,5,"https://www.inaturalist.org/observations/32618875","All observations"
"rugosa rose","Rosa rugosa","2019-09-06","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.32079416,-68.18881323,4,"https://www.inaturalist.org/observations/32259311","All observations"
"rugosa rose","Rosa rugosa","2019-09-03","Mt Desert, ME 04675, USA",44.3208893593,-68.2532910258,88,"https://www.inaturalist.org/observations/32295295","All observations"
"rugosa rose","Rosa rugosa","2019-09-01","Frenchman Bay, Birch Harbor, ME, US",44.3756031152,-68.0727655348,5,"https://www.inaturalist.org/observations/31944827","All observations"
"rugosa rose","Rosa rugosa","2019-08-31","Cochrane Point, Acadia National Park, Hancock, Maine, United States",44.3109721667,-68.1890561389,NA,"https://www.inaturalist.org/observations/32137910","All observations"
"rugosa rose","Rosa rugosa","2019-08-26","Acadia National Park, Bar Harbor, ME, US",44.3656021048,-68.2879319301,34109,"https://www.inaturalist.org/observations/31591020","All observations"
"colt's-foot","Tussilago farfara","2019-08-26","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3192449166,-68.226831453,10,"https://www.inaturalist.org/observations/49567554","All observations"
"rugosa rose","Rosa rugosa","2019-08-24","Southwest Harbor",44.2293913,-68.3131473,NA,"https://www.inaturalist.org/observations/31518461","All observations"
"rugosa rose","Rosa rugosa","2019-08-23","Southwest Harbor",44.241837,-68.3003459,NA,"https://www.inaturalist.org/observations/31411681","All observations"
"rugosa rose","Rosa rugosa","2019-08-22","Nicatous Lake, Acadia National Park, Hancock County, US-ME, US",44.2294575088,-68.3131189552,22,"https://www.inaturalist.org/observations/31417833","All observations"
"rugosa rose","Rosa rugosa","2019-08-21","Winter Harbor, ME 04693, USA",44.3651199341,-68.0763473511,NA,"https://www.inaturalist.org/observations/31232220","All observations"
"rugosa rose","Rosa rugosa","2019-08-20","Nicatous Lake, Acadia National Park, Hancock County, US-ME, US",44.2219486461,-68.337391345,24,"https://www.inaturalist.org/observations/31189507","All observations"
"rugosa rose","Rosa rugosa","2019-08-20","Nicatous Lake, Acadia National Park, Hancock County, US-ME, US",44.2220179205,-68.3373757052,8,"https://www.inaturalist.org/observations/31189524","All observations"
"purple crownvetch","Securigera varia","2019-08-20","Acadia National Park, Bar Harbor, ME, US",44.3491325851,-68.1876409931,24,"https://www.inaturalist.org/observations/31195062","All observations"
"rugosa rose","Rosa rugosa","2019-08-20","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3207843325,-68.1889226022,5,"https://www.inaturalist.org/observations/31206885","All observations"
"bird's-foot trefoil","Lotus corniculatus","2019-08-18","Acadia National Park, Bar Harbor, ME, US",44.3680588995,-68.2113989443,5,"https://www.inaturalist.org/observations/31053547","All observations"
"bittersweet nightshade","Solanum dulcamara","2019-08-18","Gulf of Maine, Isle au Haut, ME, US",44.0109527833,-68.6147466667,9,"https://www.inaturalist.org/observations/31210264","All observations"
"rugosa rose","Rosa rugosa","2019-08-18","Gulf of Maine, Southwest Harbor, ME, US",44.229375,-68.3139116667,5,"https://www.inaturalist.org/observations/31396614","All observations"
"Broad-leafed Helleborine","Epipactis helleborine","2019-08-18","Mt Desert, ME, USA",44.3385483333,-68.2515766667,NA,"https://www.inaturalist.org/observations/38336805","All observations"
"rugosa rose","Rosa rugosa","2019-08-17","Nicatous Lake, Acadia National Park, Hancock County, US-ME, US",44.23693677,-68.30207199,7,"https://www.inaturalist.org/observations/31144266","All observations"
"rugosa rose","Rosa rugosa","2019-08-14","Acadia National Park, Birch Harbor, ME, US",44.3652618558,-68.0761992377,19,"https://www.inaturalist.org/observations/30820674","All observations"
"rugosa rose","Rosa rugosa","2019-08-14","Acadia National Park, Southwest Harbor, ME, US",44.2291116667,-68.312325,290,"https://www.inaturalist.org/observations/31131096","All observations"
"glossy buckthorn","Frangula alnus","2019-08-13","Acadia National Park, Bar Harbor, ME, US",44.3611659995,-68.229813315,5,"https://www.inaturalist.org/observations/30748903","All observations"
"rugosa rose","Rosa rugosa","2019-08-11","Acadia National Park, Bar Harbor, ME, US",44.3226105676,-68.2023817584,1398,"https://www.inaturalist.org/observations/30649722","All observations"
"spotted knapweed","Centaurea stoebe","2019-08-07","Acadia National Park, Bar Harbor, ME, US",44.3260716667,-68.1789633333,6,"https://www.inaturalist.org/observations/30403014","All observations"
"rugosa rose","Rosa rugosa","2019-08-06","Acadia National Park, Winter Harbor, ME, US",44.3319194438,-68.0503097457,5,"https://www.inaturalist.org/observations/30309700","All observations"
"rugosa rose","Rosa rugosa","2019-08-06","Acadia National Park, Winter Harbor, ME, US",44.3322224496,-68.0507829879,5,"https://www.inaturalist.org/observations/30310638","All observations"
"rugosa rose","Rosa rugosa","2019-08-02","Acadia National Park, Southwest Harbor, ME, US",44.2296466667,-68.31337,NA,"https://www.inaturalist.org/observations/41230315","All observations"
"rugosa rose","Rosa rugosa","2019-08-01","Bar Harbor, ME, USA",44.3172870957,-68.1999517593,31,"https://www.inaturalist.org/observations/108800221","All observations"
"rugosa rose","Rosa rugosa","2019-07-31","Acadia National Park, Bar Harbor, ME, US",44.317456464,-68.1994016193,12,"https://www.inaturalist.org/observations/29943026","All observations"
"bittersweet nightshade","Solanum dulcamara","2019-07-30","Acadia National Park, Birch Harbor, ME, US",44.33263,-68.0607695,5,"https://www.inaturalist.org/observations/29985959","All observations"
"rugosa rose","Rosa rugosa","2019-07-25","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3493418163,-68.1877303776,10,"https://www.inaturalist.org/observations/29526014","All observations"
"bittersweet nightshade","Solanum dulcamara","2019-07-25","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3494611746,-68.1878345647,5,"https://www.inaturalist.org/observations/29526034","All observations"
"purple crownvetch","Securigera varia","2019-07-20","Acadia National Park, Birch Harbor, ME, US",44.3356216667,-68.0597138333,21,"https://www.inaturalist.org/observations/29994107","All observations"
"great mullein","Verbascum thapsus","2019-07-20","Acadia National Park, Birch Harbor, ME, US",44.3360366667,-68.0592945,65,"https://www.inaturalist.org/observations/35097805","All observations"
"rugosa rose","Rosa rugosa","2019-07-19","Southwest Harbor, ME 04679, USA",44.2294044495,-68.3128967285,NA,"https://www.inaturalist.org/observations/29144547","All observations"
"multiflora rose","Rosa multiflora","2019-07-18","Hancock County, US-ME, US",44.2223466667,-68.3378666667,5,"https://www.inaturalist.org/observations/29086413","All observations"
"great mullein","Verbascum thapsus","2019-07-18","Acadia National Park, Southwest Harbor, ME, US",44.315705,-68.3397966667,5,"https://www.inaturalist.org/observations/29095733","All observations"
"Large-leaved lupine","Lupinus polyphyllus","2019-07-18","Acadia National Park, Bar Harbor, ME, US",44.3801902292,-68.2594988019,32533,"https://www.inaturalist.org/observations/146460762","All observations"
"rugosa rose","Rosa rugosa","2019-07-17","87 Fernald Point Rd, Southwest Harbor, ME 04679, USA",44.2992515564,-68.3174514771,NA,"https://www.inaturalist.org/observations/29007970","All observations"
"bittersweet nightshade","Solanum dulcamara","2019-07-16","Acadia National Park, Bar Harbor, ME, US",44.3284301833,-68.1746474002,5,"https://www.inaturalist.org/observations/28936528","All observations"
"rugosa rose","Rosa rugosa","2019-07-15","Acadia National Park, Bar Harbor, ME, US",44.3530877727,-68.2248793077,5,"https://www.inaturalist.org/observations/28892725","All observations"
"Broad-leafed Helleborine","Epipactis helleborine","2019-07-13","Acadia National Park, Bar Harbor, ME, US",44.4088209747,-68.2505294402,5,"https://www.inaturalist.org/observations/28732260","All observations"
"bittersweet nightshade","Solanum dulcamara","2019-07-11","Acadia National Park, Winter Harbor, ME, US",44.3349916667,-68.0520555,5,"https://www.inaturalist.org/observations/28768036","All observations"
"rugosa rose","Rosa rugosa","2019-07-10","Acadia National Park, Southwest Harbor, ME, US",44.22945,-68.3129366667,5,"https://www.inaturalist.org/observations/28592106","All observations"
"rugosa rose","Rosa rugosa","2019-07-10","Acadia National Park, Southwest Harbor, ME, US",44.2283166667,-68.3120333333,5,"https://www.inaturalist.org/observations/28593109","All observations"
"rugosa rose","Rosa rugosa","2019-07-09","Nicatous Lake, Acadia National Park, Hancock County, US-ME, US",44.2418650724,-68.2999224868,5,"https://www.inaturalist.org/observations/28524721","All observations"
"rugosa rose","Rosa rugosa","2019-07-07","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3288183911,-68.1842513849,5,"https://www.inaturalist.org/observations/28396503","All observations"
"rugosa rose","Rosa rugosa","2019-07-07","Acadia National Park, Bar Harbor, ME, US",44.3168872549,-68.1912579016,10,"https://www.inaturalist.org/observations/28396514","All observations"
"rugosa rose","Rosa rugosa","2019-07-07","Acadia National Park, Bass Harbor, ME, US",44.2411398657,-68.3037172205,715,"https://www.inaturalist.org/observations/28425435","All observations"
"rugosa rose","Rosa rugosa","2019-07-07","Acadia National Park, Bass Harbor, ME, US",44.2407097165,-68.3040600607,1431,"https://www.inaturalist.org/observations/28425470","All observations"
"bird's-foot trefoil","Lotus corniculatus","2019-07-06","Winter Harbor, ME, USA",44.346334576,-68.0557651681,1468,"https://www.inaturalist.org/observations/42994668","All observations"
"bird's-foot trefoil","Lotus corniculatus","2019-07-04","Maine, USA",44.3385559,-68.2733346,11612,"https://www.inaturalist.org/observations/41231355","All observations"
"rugosa rose","Rosa rugosa","2019-07-04","Maine, USA",44.3385559,-68.2733346,11612,"https://www.inaturalist.org/observations/41231356","All observations"
"Large-leaved lupine","Lupinus polyphyllus","2019-07-03","Maine, USA",44.3385559,-68.2733346,11612,"https://www.inaturalist.org/observations/41233219","All observations"
"bird's-foot trefoil","Lotus corniculatus","2019-07-02","Bar Harbor, ME 04609, USA",44.40770367,-68.24133707,5,"https://www.inaturalist.org/observations/28092382","All observations"
"Large-leaved lupine","Lupinus polyphyllus","2019-07-02","Bar Harbor, ME 04609, USA",44.3971366882,-68.2102127075,NA,"https://www.inaturalist.org/observations/28256618","All observations"
"rugosa rose","Rosa rugosa","2019-07-02","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3250858458,-68.1866271515,5,"https://www.inaturalist.org/observations/37002975","All observations"
"Large-leaved lupine","Lupinus polyphyllus","2019-07-01","Maine, USA",44.3385559,-68.2733346,11612,"https://www.inaturalist.org/observations/41231342","All observations"
"rugosa rose","Rosa rugosa","2019-06-30","Acadia National Park, Bar Harbor, ME, US",44.3298863659,-68.1791138717,209,"https://www.inaturalist.org/observations/27952568","All observations"
"rugosa rose","Rosa rugosa","2019-06-30","Acadia National Park, Southwest Harbor, ME, US",44.2255689134,-68.3221491697,414,"https://www.inaturalist.org/observations/28460959","All observations"
"rugosa rose","Rosa rugosa","2019-06-30","Location: 44.320616, -68.188744",44.3206159077,-68.1887440011,NA,"https://www.inaturalist.org/observations/78272323","All observations"
"rugosa rose","Rosa rugosa","2019-06-28","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.32721635,-68.18567017,6,"https://www.inaturalist.org/observations/27845978","All observations"
"bittersweet nightshade","Solanum dulcamara","2019-06-28","Acadia National Park, Bar Harbor, ME, US",44.3109466667,-68.1886216667,10,"https://www.inaturalist.org/observations/27849061","All observations"
"rugosa rose","Rosa rugosa","2019-06-28","Schoodic Point, Acadia National Park, Hancock, Maine, United States",44.3580909567,-68.07643318,NA,"https://www.inaturalist.org/observations/33348961","All observations"
"Large-leaved lupine","Lupinus polyphyllus","2019-06-26","Bar Harbor, ME 04609, USA",44.31724808,-68.19124083,6,"https://www.inaturalist.org/observations/27713426","All observations"
"rugosa rose","Rosa rugosa","2019-06-26","Acadia National Park, Bar Harbor, ME, US",44.328945,-68.18432,10,"https://www.inaturalist.org/observations/27728420","All observations"
"rugosa rose","Rosa rugosa","2019-06-26","Acadia National Park, Bar Harbor, ME, US",44.3396633333,-68.1775283333,5,"https://www.inaturalist.org/observations/27728499","All observations"
"Large-leaved lupine","Lupinus polyphyllus","2019-06-26","Acadia National Park, Bar Harbor, ME, US",44.3693366667,-68.2058416667,5,"https://www.inaturalist.org/observations/27728647","All observations"
"rugosa rose","Rosa rugosa","2019-06-25","Acadia National Park, Winter Harbor, ME, US",44.3365502358,-68.0501955841,5,"https://www.inaturalist.org/observations/27642456","All observations"
"Large-leaved lupine","Lupinus polyphyllus","2019-06-25","Acadia National Park, Bar Harbor, ME, US",44.3669192403,-68.2654977842,16352,"https://www.inaturalist.org/observations/27643505","All observations"
"Oriental bittersweet","Celastrus orbiculatus","2019-06-24","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3273215345,-68.1846529279,117,"https://www.inaturalist.org/observations/27648480","All observations"
"rugosa rose","Rosa rugosa","2019-06-24","Bar Harbor, ME 04609, USA",44.3289070129,-68.1842422485,NA,"https://www.inaturalist.org/observations/27793220","All observations"
"Large-leaved lupine","Lupinus polyphyllus","2019-06-23","Acadia National Park, Bar Harbor, ME, US",44.3538876502,-68.2629928678,4115,"https://www.inaturalist.org/observations/28434938","All observations"
"rugosa rose","Rosa rugosa","2019-06-22","Acadia National Park, Birch Harbor, ME, US",44.3427632635,-68.0600345715,9,"https://www.inaturalist.org/observations/27470490","All observations"
"rugosa rose","Rosa rugosa","2019-06-21","Acadia National Park, Bar Harbor, ME, US",44.3207283333,-68.1886883333,6,"https://www.inaturalist.org/observations/27399427","All observations"
"rugosa rose","Rosa rugosa","2019-06-21","Acadia National Park, Bar Harbor, ME, US",44.3396216667,-68.1776116667,6,"https://www.inaturalist.org/observations/27399617","All observations"
"Large-leaved lupine","Lupinus polyphyllus","2019-06-20","Acadia National Park, Bar Harbor, ME, US",44.3171383333,-68.19127,10,"https://www.inaturalist.org/observations/27346160","All observations"
"rugosa rose","Rosa rugosa","2019-06-20","Schoodic Peninsula, Maine, USA",44.3673128,-68.0562554,4177,"https://www.inaturalist.org/observations/27590655","All observations"
"Large-leaved lupine","Lupinus polyphyllus","2019-06-18","Acadia National Park, Bar Harbor, ME, US",44.3975815082,-68.209310015,4,"https://www.inaturalist.org/observations/27234293","All observations"
"Large-leaved lupine","Lupinus polyphyllus","2019-06-18","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.31715359,-68.19116807,6,"https://www.inaturalist.org/observations/27295632","All observations"
"Large-leaved lupine","Lupinus polyphyllus","2019-06-18","Bar Harbor, ME, USA",44.31882845,-68.1981469169,977,"https://www.inaturalist.org/observations/27478018","All observations"
"rugosa rose","Rosa rugosa","2019-06-15","Acadia National Park, Birch Harbor, ME, US",44.3367252918,-68.0565707759,5,"https://www.inaturalist.org/observations/27025193","All observations"
"rugosa rose","Rosa rugosa","2019-06-14","Acadia National Park, Birch Harbor, ME, US",44.338355,-68.0480805,5,"https://www.inaturalist.org/observations/26973621","All observations"
"glossy buckthorn","Frangula alnus","2019-06-14","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.36210396,-68.19285476,10,"https://www.inaturalist.org/observations/26982538","All observations"
"cypress spurge","Euphorbia cyparissias","2019-06-14","Acadia National Park, Bar Harbor, ME, US",44.3427716667,-68.2025083333,5,"https://www.inaturalist.org/observations/26997774","All observations"
"Browntail Moth","Euproctis chrysorrhoea","2019-06-14","Acadia National Park, Bar Harbor, ME, US",44.3751716667,-68.259895,5,"https://www.inaturalist.org/observations/27149918","All observations"
"colt's-foot","Tussilago farfara","2019-05-24","Mt Desert, ME, USA",44.3402481433,-68.2591250366,31,"https://www.inaturalist.org/observations/25976406","All observations"
"colt's-foot","Tussilago farfara","2019-04-12","Ocean Path, Bar Harbor, ME 04609, USA",44.3300247192,-68.1842575073,NA,"https://www.inaturalist.org/observations/22395802","All observations"
"Broad-leafed Helleborine","Epipactis helleborine","2018-11-17","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.329362,-68.183911,23,"https://www.inaturalist.org/observations/18713693","All observations"
"rugosa rose","Rosa rugosa","2018-10-03","Acadia National Park, Southwest Harbor, ME, US",44.2293166667,-68.3131166667,48,"https://www.inaturalist.org/observations/17178857","All observations"
"rugosa rose","Rosa rugosa","2018-09-26","Acadia National Park, Birch Harbor, ME, US",44.3325398902,-68.0606719573,22,"https://www.inaturalist.org/observations/16929262","All observations"
"rugosa rose","Rosa rugosa","2018-09-22","Southwest Harbor, ME, USA",44.2286207129,-68.3119372966,244,"https://www.inaturalist.org/observations/17061476","All observations"
"rugosa rose","Rosa rugosa","2018-09-20","Schoodic Loop Road, Winter Harbor, ME 04693, USA",44.3388484,-68.0453,8,"https://www.inaturalist.org/observations/16712188","All observations"
"rugosa rose","Rosa rugosa","2018-09-16","Bar Harbor, ME, USA",44.3664203919,-68.2918361576,9061,"https://www.inaturalist.org/observations/101723013","All observations"
"colt's-foot","Tussilago farfara","2018-09-13","70 Old Farm Rd, Bar Harbor, ME 04609, USA",44.37480282,-68.19172323,10,"https://www.inaturalist.org/observations/16501897","All observations"
"Sneezewort","Achillea ptarmica","2018-09-13","Acadia National Park, Bar Harbor, ME, US",44.3334666667,-68.1813583333,10,"https://www.inaturalist.org/observations/16503863","All observations"
"rugosa rose","Rosa rugosa","2018-09-12","Acadia National Park, Birch Harbor, ME, US",44.3384669256,-68.0538915005,5,"https://www.inaturalist.org/observations/16449991","All observations"
"rugosa rose","Rosa rugosa","2018-09-12","Schoodic Point, Acadia National Park, Hancock County, US-ME, US",44.33843707,-68.05387275,6,"https://www.inaturalist.org/observations/16450011","All observations"
"rugosa rose","Rosa rugosa","2018-09-12","Acadia National Park, Birch Harbor, ME, US",44.338672366,-68.0529713352,5,"https://www.inaturalist.org/observations/16450035","All observations"
"rugosa rose","Rosa rugosa","2018-09-12","Schoodic Loop Road, Winter Harbor, ME 04693, USA",44.33867319,-68.05338404,4,"https://www.inaturalist.org/observations/16450036","All observations"
