"common.name","scientific.name","observed.on","place.guess","latitude","longitude","cat"
"Jack-in-the-Pulpit","Arisaema triphyllum","2020-09-04","Acadia National Park, Bar Harbor, ME, US",44.362075,-68.207895,"All observations"
"blue vervain","Verbena hastata","2020-09-01","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.36289199,-68.20674995,"All observations"
"Cucumber Root","Medeola virginiana","2020-08-31","Bar Harbor, ME 04609, USA",44.3460870133,-68.2063942775,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2020-08-31","Bar Harbor, ME 04609, USA",44.3619572222,-68.2054206111,"All observations"
"Cucumber Root","Medeola virginiana","2020-08-31","Bar Harbor, ME 04609, USA",44.3471177594,-68.2060747594,"All observations"
"purple crownvetch","Securigera varia","2020-08-27","Acadia National Park, Bar Harbor, ME, US",44.32688667,-68.18598833,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2020-08-27","Acadia National Park, Bar Harbor, ME, US",44.33095833,-68.18506667,"All observations"
"blue vervain","Verbena hastata","2020-08-27","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.36287744,-68.20710024,"All observations"
"Virginia meadowbeauty","Rhexia virginica","2020-08-26","Acadia National Park, Bar Harbor, ME, US",44.398645,-68.235375,"All observations"
"Virginia meadowbeauty","Rhexia virginica","2020-08-26","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.39859667,-68.23523,"All observations"
"Virginia meadowbeauty","Rhexia virginica","2020-08-26","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.39860833,-68.235275,"All observations"
"common milkweed","Asclepias syriaca","2020-08-26","Acadia National Park, Bar Harbor, ME, US",44.39751167,-68.2098,"All observations"
"Eastern Skunk Cabbage","Symplocarpus foetidus","2020-08-23","Acadia National Park, Southwest Harbor, ME, US",44.25415833,-68.32649167,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2020-08-18","Acadia National Park, Bar Harbor, ME, US",44.3630241406,-68.2067266301,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2020-08-18","Acadia National Park, Bar Harbor, ME, US",44.3630601839,-68.2069641632,"All observations"
"common milkweed","Asclepias syriaca","2020-08-14","Bar Harbor, ME 04609, USA",44.35216756,-68.22391547,"All observations"
"common heather","Calluna vulgaris","2020-08-13","Acadia National Park, Mount Desert, ME, US",44.319492518,-68.3170377464,"All observations"
"Monarch","Danaus plexippus","2020-08-10","Acadia National Park, Mount Desert, ME, US",44.3204066332,-68.253597951,"All observations"
"purple crownvetch","Securigera varia","2020-08-09","Acadia National Park, Bar Harbor, ME, US",44.32708,-68.185875,"All observations"
"Monarch","Danaus plexippus","2020-08-09","Acadia National Park, Birch Harbor, ME, US",44.3369916667,-68.0619416667,"All observations"
"Monarch","Danaus plexippus","2020-08-05","Acadia National Park, Bar Harbor, ME, US",44.33092167,-68.18491333,"All observations"
"Monarch","Danaus plexippus","2020-08-03","Schoodic Loop Rd, Birch Harbor, ME, US",44.38023333,-68.06668883,"All observations"
"American germander","Teucrium canadense","2020-08-02","Acadia National Park, Bar Harbor, ME, US",44.355490706,-68.2673404058,"All observations"
"Wood Lily","Lilium philadelphicum","2020-07-30","Acadia National Park, Mount Desert, ME, US",44.33728,-68.27159167,"All observations"
"purple crownvetch","Securigera varia","2020-07-30","Acadia National Park, Bar Harbor, ME, US",44.3585286984,-68.2070022342,"All observations"
"ragwort","Jacobaea vulgaris","2020-07-28","Nicatous Lake, Acadia National Park, Hancock County, US-ME, US",44.2219058332,-68.337343745,"All observations"
"common heather","Calluna vulgaris","2020-07-28","Acadia National Park, Mount Desert, ME, US",44.319545,-68.31694667,"All observations"
"Monarch","Danaus plexippus","2020-07-28","Acadia National Park, Mount Desert, ME, US",44.32078667,-68.25358667,"All observations"
"Wood Lily","Lilium philadelphicum","2020-07-24","Acadia National Park, Bar Harbor, ME, US",44.3308043573,-68.1821005505,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2020-07-20","Winter Harbor",44.3466728051,-68.0675579421,"All observations"
"Monarch","Danaus plexippus","2020-07-19","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3204182573,-68.2535064407,"All observations"
"common milkweed","Asclepias syriaca","2020-07-19","Acadia National Park, Bar Harbor, ME, US",44.35209167,-68.22385333,"All observations"
"Monarch","Danaus plexippus","2020-07-19","Acadia National Park, Mount Desert, ME, US",44.32036167,-68.25353833,"All observations"
"red pine","Pinus resinosa","2020-07-18","Acadia National Park, Mount Desert, ME, US",44.3310298305,-68.2851816528,"All observations"
"Wood Lily","Lilium philadelphicum","2020-07-18","Acadia National Park, Mount Desert, ME, US",44.33857833,-68.27293333,"All observations"
"Jack-in-the-Pulpit","Arisaema triphyllum","2020-07-17","Bar Harbor, ME 04609, USA",44.362295,-68.208155,"All observations"
"purple crownvetch","Securigera varia","2020-07-16","Acadia National Park, Birch Harbor, ME, US",44.3374771709,-68.0617785959,"All observations"
"common milkweed","Asclepias syriaca","2020-07-15","Mt Desert, ME, USA",44.3612393501,-68.2829364209,"All observations"
"purple crownvetch","Securigera varia","2020-07-14","Bar Harbor, ME, USA",44.3353598677,-68.2235643229,"All observations"
"Wood Lily","Lilium philadelphicum","2020-07-10","Acadia National Park, Mount Desert, ME, US",44.34140333,-68.273125,"All observations"
"purple crownvetch","Securigera varia","2020-07-07","Bar Harbor",44.3524326,-68.2259126,"All observations"
"purple crownvetch","Securigera varia","2020-07-07","Acadia National Park, Bar Harbor, ME, US",44.3527420611,-68.2262791694,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2020-07-06","Acadia National Park, Birch Harbor, ME, US",44.365075,-68.0761945,"All observations"
"common milkweed","Asclepias syriaca","2020-06-28","Acadia National Park, Bar Harbor, ME, US",44.3977431441,-68.2083980397,"All observations"
"purple crownvetch","Securigera varia","2020-06-27","Acadia National Park, Bar Harbor, ME, US",44.355090265,-68.2676809788,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2020-06-27","Acadia National Park, Bar Harbor, ME, US",44.3537542417,-68.2659730822,"All observations"
"Alsike clover","Trifolium hybridum","2020-06-24","Acadia National Park",44.338555951,-68.2733345032,"All observations"
"Sea Milkwort","Lysimachia maritima","2020-06-17","Acadia National Park, Blue Hill, ME, US",44.3524835699,-68.3907762958,"All observations"
"Roseroot","Rhodiola rosea","2020-06-15","Gulf of Maine, Winter Harbor, ME, US",44.3321493051,-68.0507844303,"All observations"
"cloudberry","Rubus chamaemorus","2020-06-14","Acadia National Park, Southwest Harbor, ME, US",44.23744387,-68.3204308246,"All observations"
"Roseroot","Rhodiola rosea","2020-06-14","Acadia National Park, Birch Harbor, ME, US",44.3333160365,-68.0630400964,"All observations"
"pink lady's slipper","Cypripedium acaule","2020-06-07","Acadia National Park, Mount Desert, ME, US",44.3226446584,-68.2960863412,"All observations"
"Eastern Skunk Cabbage","Symplocarpus foetidus","2020-06-06","Acadia National Park, Southwest Harbor, ME, US",44.232895,-68.31943667,"All observations"
"Eastern Skunk Cabbage","Symplocarpus foetidus","2020-06-06","Southwest Harbor, ME 04679, USA",44.2291545823,-68.3168147877,"All observations"
"Cucumber Root","Medeola virginiana","2020-06-05","Acadia National Park, Mount Desert, ME, US",44.30581333,-68.322525,"All observations"
"Roseroot","Rhodiola rosea","2020-06-02","Acadia National Park, Winter Harbor, ME, US",44.33258,-68.05113883,"All observations"
"painted trillium","Trillium undulatum","2020-05-30","Acadia National Park, Mount Desert, ME, US",44.32390333,-68.25098333,"All observations"
"interrupted clubmoss","Spinulum annotinum","2020-05-14","Tremont, ME 04674, USA",44.2923027778,-68.3872305556,"All observations"
"Eastern Skunk Cabbage","Symplocarpus foetidus","2020-04-25","Southwest Harbor, ME 04679, USA",44.2327388889,-68.3184805556,"All observations"
"Eastern Skunk Cabbage","Symplocarpus foetidus","2020-03-08","Southwest Harbor, ME, USA",44.2296734076,-68.3125229383,"All observations"
"purple crownvetch","Securigera varia","2019-10-11","Bar Harbor, ME 04609, USA",44.317432501,-68.1993484497,"All observations"
"Monarch","Danaus plexippus","2019-10-07","Acadia National Park, Birch Harbor, ME, US",44.3373571763,-68.058638522,"All observations"
"Monarch","Danaus plexippus","2019-10-05","Winter Harbor, ME, USA",44.3329164322,-68.0608552604,"All observations"
"common heather","Calluna vulgaris","2019-10-03","Acadia National Park, Mount Desert, ME, US",44.30687,-68.3205633333,"All observations"
"Monarch","Danaus plexippus","2019-09-29","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.309716488,-68.1893393328,"All observations"
"Monarch","Danaus plexippus","2019-09-28","Winter Harbor, ME, USA",44.3366740207,-68.0631304093,"All observations"
"broad-leaved goldenrod","Solidago flexicaulis","2019-09-25","Mt Desert, ME 04660, USA",44.3387832642,-68.2514801025,"All observations"
"broad-leaved goldenrod","Solidago flexicaulis","2019-09-25","Acadia National Park, Bar Harbor, ME, US",44.3392666667,-68.2365416667,"All observations"
"Monarch","Danaus plexippus","2019-09-22","Acadia National Park, Birch Harbor, ME, US",44.3377573137,-68.0593008456,"All observations"
"common milkweed","Asclepias syriaca","2019-09-19","Acadia National Park, Bar Harbor, ME, US",44.397625,-68.2094883333,"All observations"
"Monarch","Danaus plexippus","2019-09-19","Acadia National Park, Birch Harbor, ME, US",44.3381550513,-68.0605179988,"All observations"
"trailing arbutus","Epigaea repens","2019-09-18","Nicatous Lake, Acadia National Park, Hancock County, US-ME, US",44.3093177677,-68.3425742202,"All observations"
"Monarch","Danaus plexippus","2019-09-13","Arey Cove Rd, Birch Harbor, ME, US",44.332425,-68.0615528333,"All observations"
"trailing arbutus","Epigaea repens","2019-09-13","Acadia National Park, Bar Harbor, ME, US",44.380055,-68.2548616667,"All observations"
"white turtlehead","Chelone glabra","2019-09-13","Acadia National Park, Bar Harbor, ME, US",44.380975,-68.2543116667,"All observations"
"Alsike clover","Trifolium hybridum","2019-09-11","Acadia National Park, Bar Harbor, ME, US",44.353024615,-68.2258156501,"All observations"
"Bifid Hemp-nettle","Galeopsis bifida","2019-09-10","Winter Harbor, ME, USA",44.3311961231,-68.0335739339,"All observations"
"Monarch","Danaus plexippus","2019-09-08","Acadia National Park, Bar Harbor, ME, US",44.350085859,-68.221237003,"All observations"
"Monarch","Danaus plexippus","2019-09-06","Acadia National Park, Birch Harbor, ME, US",44.3370161482,-68.0630527931,"All observations"
"Monarch","Danaus plexippus","2019-09-05","Acadia National Park, Birch Harbor, ME, US",44.3367383333,-68.0619278333,"All observations"
"Monarch","Danaus plexippus","2019-09-05","Acadia National Park, Birch Harbor, ME, US",44.3366133333,-68.0618221667,"All observations"
"Monarch","Danaus plexippus","2019-09-05","Acadia National Park, Birch Harbor, ME, US",44.3365866667,-68.0618278333,"All observations"
"Monarch","Danaus plexippus","2019-09-05","Bar Harbor, ME, USA",44.3506916667,-68.2307216667,"All observations"
"Monarch","Danaus plexippus","2019-08-30","Acadia National Park, Mount Desert, ME, US",44.3206783333,-68.2536466667,"All observations"
"Virginia meadowbeauty","Rhexia virginica","2019-08-22","Acadia National Park Pond, Bar Harbor, ME, US",44.3985783333,-68.2351616667,"All observations"
"purple crownvetch","Securigera varia","2019-08-20","Acadia National Park, Bar Harbor, ME, US",44.3491325851,-68.1876409931,"All observations"
"Yellow-banded Bumble Bee","Bombus terricola","2019-08-19","Schoodic Point, Acadia National Park, Hancock County, US-ME, US",44.3385103019,-68.0474808533,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2019-08-18","Acadia National Park, Bar Harbor, ME, US",44.3680588995,-68.2113989443,"All observations"
"Monarch","Danaus plexippus","2019-08-18","Mt Desert, ME, USA",44.3277492216,-68.2644065247,"All observations"
"Broad-leafed Helleborine","Epipactis helleborine","2019-08-18","Mt Desert, ME, USA",44.3385483333,-68.2515766667,"All observations"
"white turtlehead","Chelone glabra","2019-08-17","Acadia National Park, Bar Harbor, ME, US",44.3810254,-68.23047445,"All observations"
"Sea Milkwort","Lysimachia maritima","2019-08-15","Winter Harbor, ME, USA",44.3380480674,-68.0630841084,"All observations"
"Wood Lily","Lilium philadelphicum","2019-08-15","Acadia National Park, Mount Desert, ME, US",44.3407569808,-68.2726640513,"All observations"
"small green wood orchid","Platanthera clavellata","2019-08-13","Maine, US",44.0353355909,-68.6214014164,"All observations"
"Monarch","Danaus plexippus","2019-08-10","Acadia National Park, Mount Desert, ME, US",44.32048,-68.253455,"All observations"
"Roseroot","Rhodiola rosea","2019-08-06","Acadia National Park, Winter Harbor, ME, US",44.3318848685,-68.0505617057,"All observations"
"Jack-in-the-Pulpit","Arisaema triphyllum","2019-08-05","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3624661584,-68.2081663795,"All observations"
"Eastern Skunk Cabbage","Symplocarpus foetidus","2019-08-05","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3628490856,-68.2077255753,"All observations"
"blue vervain","Verbena hastata","2019-08-05","Mt Desert, ME, USA",44.3204583333,-68.2541194444,"All observations"
"Wood Lily","Lilium philadelphicum","2019-08-04","Sargent Mountain, Mt Desert, ME 04660, USA",44.3425796,-68.2727933,"All observations"
"flat-topped goldenrod","Euthamia graminifolia","2019-08-03","Acadia National Park, Bar Harbor, ME, US",44.3625645054,-68.2080854586,"All observations"
"broad-leaved cattail","Typha latifolia","2019-08-02","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.368433,-68.211257,"All observations"
"Monarch","Danaus plexippus","2019-08-01","Bar Harbor, ME 04609, USA",44.3766258,-68.25055788,"All observations"
"Monarch","Danaus plexippus","2019-07-29","Acadia National Park, Bar Harbor, ME, US",44.3303579468,-68.2110669483,"All observations"
"Wood Lily","Lilium philadelphicum","2019-07-29","Acadia National Park, Mount Desert, ME, US",44.3411429596,-68.2713617188,"All observations"
"Wood Lily","Lilium philadelphicum","2019-07-27","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.340740703,-68.2727012396,"All observations"
"common milkweed","Asclepias syriaca","2019-07-26","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3521271227,-68.2238889859,"All observations"
"Wood Lily","Lilium philadelphicum","2019-07-26","Mt Desert, ME 04660, USA",44.3434833337,-68.2736134529,"All observations"
"Canadian yew","Taxus canadensis","2019-07-25","Acadia National Park, Mount Desert, ME, US",44.3347404991,-68.2802916505,"All observations"
"Wood Lily","Lilium philadelphicum","2019-07-25","Acadia National Park, Mount Desert, ME, US",44.3436419126,-68.2729020809,"All observations"
"Wood Lily","Lilium philadelphicum","2019-07-24","Acadia National Park, Mount Desert, ME, US",44.3436616667,-68.2728666667,"All observations"
"small green wood orchid","Platanthera clavellata","2019-07-22","Acadia National Park, Mount Desert, ME, US",44.3154716667,-68.287995,"All observations"
"Roseroot","Rhodiola rosea","2019-07-20","Acadia National Park, Birch Harbor, ME, US",44.3359066733,-68.0668227655,"All observations"
"purple crownvetch","Securigera varia","2019-07-20","Acadia National Park, Birch Harbor, ME, US",44.3356216667,-68.0597138333,"All observations"
"Monarch","Danaus plexippus","2019-07-18","Acadia National Park, Birch Harbor, ME, US",44.3390716667,-68.0599971667,"All observations"
"Monarch","Danaus plexippus","2019-07-18","Parc National d'Acadie, Bar Harbor, ME, US",44.3973004694,-68.2065761347,"All observations"
"common milkweed","Asclepias syriaca","2019-07-17","Winter Harbor, ME 04693, USA",44.3365078652,-68.061840646,"All observations"
"common milkweed","Asclepias syriaca","2019-07-17","Winter Harbor, ME 04693, USA",44.33652811,-68.06184662,"All observations"
"red baneberry","Actaea rubra","2019-07-16","Acadia National Park, Bar Harbor, ME, US",44.3624138972,-68.2077137568,"All observations"
"Roseroot","Rhodiola rosea","2019-07-16","Acadia National Park, Bar Harbor, ME, US",44.36255618,-68.2082600054,"All observations"
"Sea Milkwort","Lysimachia maritima","2019-07-16","Winter Harbor, ME, USA",44.3390272381,-68.0449493068,"All observations"
"pink lady's slipper","Cypripedium acaule","2019-07-15","Acadia National Park, Bar Harbor, ME, US",44.3564062617,-68.2685733819,"All observations"
"Monarch","Danaus plexippus","2019-07-13","Acadia National Park, Southwest Harbor, ME, US",44.2404326973,-68.3053803567,"All observations"
"Broad-leafed Helleborine","Epipactis helleborine","2019-07-13","Acadia National Park, Bar Harbor, ME, US",44.4088209747,-68.2505294402,"All observations"
"Eastern Skunk Cabbage","Symplocarpus foetidus","2019-07-10","Acadia National Park, Southwest Harbor, ME, US",44.2326616667,-68.3183533333,"All observations"
"common milkweed","Asclepias syriaca","2019-07-08","Acadia National Park, Bar Harbor, ME, US",44.3976534717,-68.2093443722,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2019-07-06","Winter Harbor, ME, USA",44.346334576,-68.0557651681,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2019-07-04","Maine, USA",44.3385559,-68.2733346,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2019-07-02","Bar Harbor, ME 04609, USA",44.40770367,-68.24133707,"All observations"
"pink lady's slipper","Cypripedium acaule","2019-07-02","Acadia National Park, Mount Desert, ME, US",44.3283083333,-68.220305,"All observations"
"Roseroot","Rhodiola rosea","2019-06-29","Acadia National Park, Winter Harbor, ME, US",44.3326344621,-68.0511310045,"All observations"
"Tufted Bulrush","Trichophorum cespitosum","2019-06-29","Winter Harbor, ME 04693, USA",44.33309016,-68.06163839,"All observations"
"broom crowberry","Corema conradii","2019-06-26","Acadia National Park, Hancock County, US-ME, US",44.37813901,-68.03697594,"All observations"
"pink lady's slipper","Cypripedium acaule","2019-06-25","Acadia National Park, Bar Harbor, ME, US",44.3459605802,-68.2279454546,"All observations"
"pink lady's slipper","Cypripedium acaule","2019-06-24","Acadia National Park, Birch Harbor, ME, US",44.3387189039,-68.0592833212,"All observations"
"mountain firmoss","Huperzia appressa","2019-06-20","Hancock County, US-ME, US",44.3425763839,-68.2506547788,"All observations"
"pink lady's slipper","Cypripedium acaule","2019-06-20","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.33167491,-68.28054356,"All observations"
"pink lady's slipper","Cypripedium acaule","2019-06-17","Acadia National Park, Bar Harbor, ME, US",44.3383533333,-68.22677,"All observations"
"pink lady's slipper","Cypripedium acaule","2019-06-17","Acadia National Park, Mount Desert, ME, US",44.3225283333,-68.29612,"All observations"
"pink lady's slipper","Cypripedium acaule","2019-06-16","Acadia National Park, Southwest Harbor, ME, US",44.3157116667,-68.3406216667,"All observations"
"pink lady's slipper","Cypripedium acaule","2019-06-15","Acadia National Park, Southwest Harbor, ME, US",44.2316107999,-68.3151694654,"All observations"
"Eastern Skunk Cabbage","Symplocarpus foetidus","2019-06-14","Acadia National Park, Southwest Harbor, ME, US",44.2270666667,-68.3209533333,"All observations"
"rock harlequin","Capnoides sempervirens","2019-06-14","Acadia National Park, Bar Harbor, ME, US",44.3498466667,-68.1902083333,"All observations"
"cypress spurge","Euphorbia cyparissias","2019-06-14","Acadia National Park, Bar Harbor, ME, US",44.3427716667,-68.2025083333,"All observations"
"red pine","Pinus resinosa","2019-06-13","Acadia National Park, Bar Harbor, ME, US",44.3764833333,-68.2292333333,"All observations"
"Eastern Skunk Cabbage","Symplocarpus foetidus","2019-06-12","Acadia National Park, Southwest Harbor, ME, US",44.2327382604,-68.3183372401,"All observations"
"eastern poison ivy","Toxicodendron radicans","2019-06-10","Acadia National Park, Bar Harbor, ME, US",44.315772797,-68.1908176002,"All observations"
"painted trillium","Trillium undulatum","2019-06-09","Southwest Harbor, ME, USA",44.310116711,-68.3390814543,"All observations"
"pink lady's slipper","Cypripedium acaule","2019-06-04","Acadia National Park, Mount Desert, ME, US",44.324465986,-68.219988395,"All observations"
"painted trillium","Trillium undulatum","2019-06-04","Acadia National Park, Mount Desert, ME, US",44.3240848653,-68.2512126769,"All observations"
"Eastern Skunk Cabbage","Symplocarpus foetidus","2019-06-01","Acadia National Park, Southwest Harbor, ME, US",44.2270883333,-68.3209833333,"All observations"
"pink lady's slipper","Cypripedium acaule","2019-06-01","Southwest Harbor, ME 04679, USA",44.2317466736,-68.315536499,"All observations"
"Roseroot","Rhodiola rosea","2019-05-26","Maine, USA",44.3385559,-68.2733346,"All observations"
"Roseroot","Rhodiola rosea","2019-05-25","Winter Harbor, ME, USA",44.3324551264,-68.060807823,"All observations"
"sessile bellwort","Uvularia sessilifolia","2019-05-18","Acadia National Park, Bar Harbor, ME, US",44.3624847243,-68.2081197762,"All observations"
"trailing arbutus","Epigaea repens","2019-04-25","Hancock County, US-ME, US",44.3583071608,-68.0700788688,"All observations"
"Eastern Skunk Cabbage","Symplocarpus foetidus","2019-04-25","Mount Desert Island, Southwest Harbor, ME, US",44.2270783333,-68.32093,"All observations"
"Eastern Skunk Cabbage","Symplocarpus foetidus","2019-04-21","Acadia National Park, Southwest Harbor, ME, US",44.2271083333,-68.3209,"All observations"
"Eastern Skunk Cabbage","Symplocarpus foetidus","2019-04-14","Acadia National Park, Southwest Harbor, ME, US",44.2293366667,-68.31668,"All observations"
"broom crowberry","Corema conradii","2019-04-02","Schoodic Rd. Birch Harbor",44.358436,-68.047353,"All observations"
"Broad-leafed Helleborine","Epipactis helleborine","2018-11-17","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.329362,-68.183911,"All observations"
"western poison ivy","Toxicodendron rydbergii","2018-10-10","Bar Harbor, ME, USA",44.3317527778,-68.1769333333,"All observations"
"white turtlehead","Chelone glabra","2018-10-06","Acadia National Park, Bar Harbor, ME, US",44.3627924659,-68.2078437601,"All observations"
"Monarch","Danaus plexippus","2018-10-04","Acadia National Park, Birch Harbor, ME, US",44.3370333333,-68.061875,"All observations"
"Monarch","Danaus plexippus","2018-10-04","Acadia National Park, Birch Harbor, ME, US",44.3370216667,-68.0619971667,"All observations"
"eastern poison ivy","Toxicodendron radicans","2018-10-03","Acadia National Park, Bar Harbor, ME, US",44.4020916667,-68.2438583333,"All observations"
"southern arrowwood","Viburnum dentatum","2018-09-29","Suier de Monts Rd, Bar Harbor, ME 04609, USA",44.3636362,-68.2094713,"All observations"
"Cucumber Root","Medeola virginiana","2018-09-24","Bar Harbor, ME, USA",44.3472716624,-68.2066442651,"All observations"
"Monarch","Danaus plexippus","2018-09-22","Southwest Harbor, ME, USA",44.2292564999,-68.3124058847,"All observations"
"Sneezewort","Achillea ptarmica","2018-09-13","Acadia National Park, Bar Harbor, ME, US",44.3334666667,-68.1813583333,"All observations"
"Monarch","Danaus plexippus","2018-09-08","Acadia National Park, Birch Harbor, ME, US",44.3371783333,-68.0618278333,"All observations"
"Monarch","Danaus plexippus","2018-09-08","Acadia National Park, Birch Harbor, ME, US",44.3370070914,-68.0616860837,"All observations"
"Monarch","Danaus plexippus","2018-09-05","Acadia National Park, Birch Harbor, ME, US",44.3371775276,-68.0622744614,"All observations"
"Monarch","Danaus plexippus","2018-08-31","Acadia National Park, Birch Harbor, ME, US",44.341045,-68.0615388333,"All observations"
"Broad-leafed Helleborine","Epipactis helleborine","2018-08-31","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3294070522,-68.1824131497,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2018-08-29","Acadia National Park, Birch Harbor, ME, US",44.3374740053,-68.0602686201,"All observations"
"purple crownvetch","Securigera varia","2018-08-24","Winter Harbor, ME, USA",44.3366576105,-68.0604261863,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2018-08-22","Acadia National Park, Birch Harbor, ME, US",44.3369872263,-68.0602044985,"All observations"
"common milkweed","Asclepias syriaca","2018-08-22","Acadia National Park, Bar Harbor, ME, US",44.3975916667,-68.2095116667,"All observations"
"Monarch","Danaus plexippus","2018-08-19","Winter Harbor, ME, USA",44.3363531396,-68.0619504084,"All observations"
"trailing arbutus","Epigaea repens","2018-08-17","Acadia National Park, Bar Harbor, ME, US",44.3543233333,-68.2082683333,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2018-08-15","Acadia National Park, Birch Harbor, ME, US",44.337562183,-68.060359899,"All observations"
"flat-topped goldenrod","Euthamia graminifolia","2018-08-13","Acadia National Park, Bar Harbor, ME, US",44.3531716667,-68.2248383333,"All observations"
"flat-topped goldenrod","Euthamia graminifolia","2018-08-11","Mt Desert, ME, USA",44.3107554253,-68.2042365258,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2018-08-08","Acadia National Park, Birch Harbor, ME, US",44.3372001267,-68.0602954422,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2018-08-08","65 Acadia Dr, Winter Harbor, ME 04693, USA",44.3370216667,-68.0600966667,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2018-08-08","Acadia National Park, Hancock County, US-ME, US",44.3370250706,-68.060153788,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2018-08-03","Acadia National Park, Birch Harbor, ME, US",44.3367869607,-68.0650375332,"All observations"
"flat-topped goldenrod","Euthamia graminifolia","2018-08-03","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.31170212,-68.18963807,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2018-08-03","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.31439351,-68.19166871,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2018-08-01","Acadia National Park, Hancock County, US-ME, US",44.3371061788,-68.0604245822,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2018-08-01","Acadia National Park, Hancock County, US-ME, US",44.3372466881,-68.0603202526,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2018-08-01","13 Jacobson Dr, Winter Harbor, ME 04693, USA",44.3373255393,-68.0603245273,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2018-08-01","Acadia National Park, Hancock County, US-ME, US",44.337243527,-68.0604368448,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2018-08-01","Acadia National Park, Hancock County, US-ME, US",44.3371743523,-68.060299717,"All observations"
"American germander","Teucrium canadense","2018-07-31","Acadia National Park, Bar Harbor, ME, US",44.3681417724,-68.2039322889,"All observations"
"purple crownvetch","Securigera varia","2018-07-30","Acadia National Park, Bar Harbor, ME, US",44.3527216667,-68.2261366667,"All observations"
"Wood Lily","Lilium philadelphicum","2018-07-30","Acadia National Park, Mount Desert, ME, US",44.3419633333,-68.268945,"All observations"
"common heather","Calluna vulgaris","2018-07-29","Nicatous Lake, Acadia National Park, Hancock County, US-ME, US",44.3195144786,-68.3170773928,"All observations"
"Monarch","Danaus plexippus","2018-07-26","Winter Harbor, ME, USA",44.3389971048,-68.0599047695,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2018-07-25","Acadia National Park, Birch Harbor, ME, US",44.3370379368,-68.0601806101,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2018-07-25","Acadia National Park, Birch Harbor, ME, US",44.3371226417,-68.0602071871,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2018-07-25","Acadia National Park, Birch Harbor, ME, US",44.3370374758,-68.0602310692,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2018-07-25","Acadia National Park, Birch Harbor, ME, US",44.3371004709,-68.0603616809,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2018-07-25","Acadia National Park, Hancock County, US-ME, US",44.3370088,-68.06013113,"All observations"
"Wood Lily","Lilium philadelphicum","2018-07-25","Great Head Trail (Acadia National Park), Bar Harbor, ME 04609, USA",44.3289258696,-68.1742734835,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2018-07-25","Acadia National Park, Hancock County, US-ME, US",44.33704718,-68.06017592,"All observations"
"Bog Yellow-eyed Grass","Xyris difformis","2018-07-25","Mt Desert, ME, USA",44.32007542,-68.3796223899,"All observations"
"Monarch","Danaus plexippus","2018-07-24","Alvey Dr, Winter Harbor, ME 04693, USA",44.3390604818,-68.059925884,"All observations"
"Monarch","Danaus plexippus","2018-07-23","Winter Harbor, ME, USA",44.3388361111,-68.0468222222,"All observations"
