"common.name","scientific.name","observed.on","place.guess","latitude","longitude","cat"
"Large-leaved lupine","Lupinus polyphyllus","2019-06-26","Bar Harbor, ME 04609, USA",44.31724808,-68.19124083,"All observations"
"rugosa rose","Rosa rugosa","2019-06-26","Acadia National Park, Bar Harbor, ME, US",44.328945,-68.18432,"All observations"
"rugosa rose","Rosa rugosa","2019-06-26","Acadia National Park, Bar Harbor, ME, US",44.3396633333,-68.1775283333,"All observations"
"Large-leaved lupine","Lupinus polyphyllus","2019-06-26","Acadia National Park, Bar Harbor, ME, US",44.3693366667,-68.2058416667,"All observations"
"rugosa rose","Rosa rugosa","2019-06-25","Acadia National Park, Winter Harbor, ME, US",44.3365502358,-68.0501955841,"All observations"
"rugosa rose","Rosa rugosa","2019-06-24","Bar Harbor, ME 04609, USA",44.3289070129,-68.1842422485,"All observations"
"Large-leaved lupine","Lupinus polyphyllus","2019-06-23","Acadia National Park, Bar Harbor, ME, US",44.3538876502,-68.2629928678,"All observations"
"rugosa rose","Rosa rugosa","2019-06-22","Acadia National Park, Birch Harbor, ME, US",44.3427632635,-68.0600345715,"All observations"
"rugosa rose","Rosa rugosa","2019-06-21","Acadia National Park, Bar Harbor, ME, US",44.3207283333,-68.1886883333,"All observations"
"rugosa rose","Rosa rugosa","2019-06-21","Acadia National Park, Bar Harbor, ME, US",44.3396216667,-68.1776116667,"All observations"
"rugosa rose","Rosa rugosa","2019-06-20","Schoodic Peninsula, Maine, USA",44.3673128,-68.0562554,"All observations"
"Large-leaved lupine","Lupinus polyphyllus","2019-06-18","Acadia National Park, Bar Harbor, ME, US",44.3975815082,-68.209310015,"All observations"
"Large-leaved lupine","Lupinus polyphyllus","2019-06-18","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.31715359,-68.19116807,"All observations"
"Large-leaved lupine","Lupinus polyphyllus","2019-06-18","Bar Harbor, ME, USA",44.31882845,-68.1981469169,"All observations"
"rugosa rose","Rosa rugosa","2019-06-15","Acadia National Park, Birch Harbor, ME, US",44.3367252918,-68.0565707759,"All observations"
"rugosa rose","Rosa rugosa","2019-06-14","Acadia National Park, Birch Harbor, ME, US",44.338355,-68.0480805,"All observations"
"glossy buckthorn","Frangula alnus","2019-06-14","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.36210396,-68.19285476,"All observations"
"Browntail Moth","Euproctis chrysorrhoea","2019-06-14","Acadia National Park, Bar Harbor, ME, US",44.3751716667,-68.259895,"All observations"
"colt's-foot","Tussilago farfara","2019-05-24","Mt Desert, ME, USA",44.3402481433,-68.2591250366,"All observations"
"colt's-foot","Tussilago farfara","2019-04-12","Ocean Path, Bar Harbor, ME 04609, USA",44.3300247192,-68.1842575073,"All observations"
"rugosa rose","Rosa rugosa","2018-10-03","Acadia National Park, Southwest Harbor, ME, US",44.2293166667,-68.3131166667,"All observations"
"rugosa rose","Rosa rugosa","2018-09-26","Acadia National Park, Birch Harbor, ME, US",44.3325398902,-68.0606719573,"All observations"
"rugosa rose","Rosa rugosa","2018-09-22","Southwest Harbor, ME, USA",44.2286207129,-68.3119372966,"All observations"
"rugosa rose","Rosa rugosa","2018-09-20","Schoodic Loop Road, Winter Harbor, ME 04693, USA",44.3388484,-68.0453,"All observations"
"rugosa rose","Rosa rugosa","2018-09-16","Bar Harbor, ME, USA",44.3664203919,-68.2918361576,"All observations"
"colt's-foot","Tussilago farfara","2018-09-13","70 Old Farm Rd, Bar Harbor, ME 04609, USA",44.37480282,-68.19172323,"All observations"
"rugosa rose","Rosa rugosa","2018-09-12","Acadia National Park, Birch Harbor, ME, US",44.3384669256,-68.0538915005,"All observations"
"rugosa rose","Rosa rugosa","2018-09-12","Schoodic Point, Acadia National Park, Hancock County, US-ME, US",44.33843707,-68.05387275,"All observations"
"rugosa rose","Rosa rugosa","2018-09-12","Acadia National Park, Birch Harbor, ME, US",44.338672366,-68.0529713352,"All observations"
"rugosa rose","Rosa rugosa","2018-09-12","Schoodic Loop Road, Winter Harbor, ME 04693, USA",44.33867319,-68.05338404,"All observations"
"rugosa rose","Rosa rugosa","2018-09-12","Schoodic Point, Acadia National Park, Hancock County, US-ME, US",44.34572087,-68.06630637,"All observations"
"rugosa rose","Rosa rugosa","2018-09-12","Schoodic Point, Acadia National Park, Hancock County, US-ME, US",44.33856512,-68.05363401,"All observations"
"rugosa rose","Rosa rugosa","2018-09-02","Schoodic Peninsula, Winter Harbor, ME 04693, USA",44.3667471,-68.0580611,"All observations"
"narrow-leaved cattail","Typha angustifolia","2018-08-31","Acadia National Park, Bar Harbor, ME, US",44.3616629625,-68.1965058949,"All observations"
"glossy buckthorn","Frangula alnus","2018-08-31","Acadia National Park, Bar Harbor, ME, US",44.3617218035,-68.1964112633,"All observations"
"rugosa rose","Rosa rugosa","2018-08-26","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.31742913,-68.19984172,"All observations"
"rugosa rose","Rosa rugosa","2018-08-20","Acadia National Park, Southwest Harbor, ME, US",44.22193,-68.337325,"All observations"
"rugosa rose","Rosa rugosa","2018-08-19","Acadia National Park, Bar Harbor, ME, US",44.3173783333,-68.1995616667,"All observations"
"rugosa rose","Rosa rugosa","2018-08-17","Acadia National Park, Bar Harbor, ME, US",44.3208466667,-68.189195,"All observations"
"rugosa rose","Rosa rugosa","2018-08-17","Acadia National Park, Southwest Harbor, ME, US",44.225545,-68.317955,"All observations"
"rugosa rose","Rosa rugosa","2018-08-13","Acadia National Park, Bar Harbor, ME, US",44.35315,-68.2248616667,"All observations"
"bittersweet nightshade","Solanum dulcamara","2018-08-12","Acadia National Park, Bar Harbor, ME, US",44.3173416667,-68.1994033333,"All observations"
"purple foxglove","Digitalis purpurea","2018-07-28","Acadia National Park, Mount Desert, ME, US",44.3283156526,-68.2887170389,"All observations"
"rugosa rose","Rosa rugosa","2018-07-26","Southwest Harbor, ME 04679, USA",44.2292785645,-68.3130722046,"All observations"
"bittersweet nightshade","Solanum dulcamara","2018-07-25","Great Head Trail (Acadia National Park), Bar Harbor, ME 04609, USA",44.3289143574,-68.1742262095,"All observations"
"rugosa rose","Rosa rugosa","2018-07-25","Acadia National Park, Bar Harbor, ME, US",44.3627626514,-68.2048811571,"All observations"
"bittersweet nightshade","Solanum dulcamara","2018-07-24","Acadia National Park, Birch Harbor, ME, US",44.3326693308,-68.0608303752,"All observations"
"rugosa rose","Rosa rugosa","2018-07-24","Park Loop Rd, Mt Desert, ME 04660, USA",44.31721995,-68.19998569,"All observations"
"rugosa rose","Rosa rugosa","2018-07-24","Park Loop Rd, Mt Desert, ME 04660, USA",44.31744123,-68.19944332,"All observations"
"glossy buckthorn","Frangula alnus","2018-07-12","North Ridge Trail Cadillac Mountain, Bar Harbor, ME, USA",44.3612527778,-68.2299333333,"All observations"
"rugosa rose","Rosa rugosa","2018-07-09","Acadia National Park, Birch Harbor, ME, US",44.33725,-68.0593028333,"All observations"
"Large-leaved lupine","Lupinus polyphyllus","2018-07-05","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3204345601,-68.2539269608,"All observations"
"rugosa rose","Rosa rugosa","2018-07-04","Acadia National Park, Southwest Harbor, ME, US",44.22868,-68.31095,"All observations"
"rugosa rose","Rosa rugosa","2018-07-03","Acadia National Park, Bar Harbor, ME, US",44.3163160927,-68.1978839407,"All observations"
"rugosa rose","Rosa rugosa","2018-07-02","Acadia National Park, Birch Harbor, ME, US",44.3652753779,-68.0763971066,"All observations"
"bittersweet nightshade","Solanum dulcamara","2018-07-02","Acadia National Park, Birch Harbor, ME, US",44.3326367976,-68.0608159002,"All observations"
"rugosa rose","Rosa rugosa","2018-07-02","Acadia National Park, Birch Harbor, ME, US",44.3328739966,-68.0614689758,"All observations"
"rugosa rose","Rosa rugosa","2018-07-01","Acadia National Park, Bar Harbor, ME, US",44.3256203669,-68.1860673765,"All observations"
"rugosa rose","Rosa rugosa","2018-06-30","Acadia National Park, Birch Harbor, ME, US",44.3386333333,-68.053025,"All observations"
"rugosa rose","Rosa rugosa","2018-06-30","Nicatous Lake, Acadia National Park, Hancock County, US-ME, US",44.2296384322,-68.3129143529,"All observations"
"rugosa rose","Rosa rugosa","2018-06-30","Nicatous Lake, Acadia National Park, Hancock County, US-ME, US",44.23150675,-68.31513829,"All observations"
"rugosa rose","Rosa rugosa","2018-06-30","Nicatous Lake, Acadia National Park, Hancock County, US-ME, US",44.22962274,-68.31294707,"All observations"
"rugosa rose","Rosa rugosa","2018-06-30","Nicatous Lake, Acadia National Park, Hancock County, US-ME, US",44.22959647,-68.31288082,"All observations"
"rugosa rose","Rosa rugosa","2018-06-24","Acadia National Park, Birch Harbor, ME, US",44.3329992006,-68.0614870974,"All observations"
"rugosa rose","Rosa rugosa","2018-06-23","Winter Harbor, ME, USA",44.33225623,-68.05095125,"All observations"
"Large-leaved lupine","Lupinus polyphyllus","2018-06-20","Acadia National Park, Bar Harbor, ME, US",44.3973758212,-68.209997071,"All observations"
"rugosa rose","Rosa rugosa","2018-06-19","Acadia National Park, Bar Harbor, ME, US",44.3531298917,-68.2236479223,"All observations"
"rugosa rose","Rosa rugosa","2018-06-18","Acadia National Park",44.22619,-68.318724,"All observations"
"Large-leaved lupine","Lupinus polyphyllus","2018-06-18","Acadia National Park, Bar Harbor, ME, US",44.3692673664,-68.2055823798,"All observations"
"rugosa rose","Rosa rugosa","2018-06-18","Acadia National Park, Bar Harbor, ME, US",44.3298773579,-68.1813172257,"All observations"
"rugosa rose","Rosa rugosa","2018-06-05","Acadia National Park, Bar Harbor, ME, US",44.32078,-68.1887366667,"All observations"
"Large-leaved lupine","Lupinus polyphyllus","2018-05-27","Gouldsboro, ME, USA",44.397957423,-68.2089054615,"All observations"
"glossy buckthorn","Frangula alnus","2017-10-26","Mt Desert, ME, USA",44.3091247497,-68.2872390747,"All observations"
"colt's-foot","Tussilago farfara","2017-10-01","Schoodic Loop Rd, Winter Harbor, ME 04693, USA",44.38729029,-68.06881624,"All observations"
"creeping thistle","Cirsium arvense","2017-09-29","Acadia National Park, Bar Harbor, ME, US",44.3495366667,-68.229575,"All observations"
"Norway maple","Acer platanoides","2017-09-19","Alvey Dr, Winter Harbor, ME, US",44.3368386152,-68.0617641193,"All observations"
"Bull Thistle","Cirsium vulgare","2017-09-19","Acadia National Park, Hancock County, US-ME, US",44.3362482777,-68.0620485172,"All observations"
"Norway maple","Acer platanoides","2017-09-19","14–48 Musetti Dr, Winter Harbor, ME, US",44.3366872451,-68.0619696459,"All observations"
"rugosa rose","Rosa rugosa","2017-09-17","Acadia National Park, Bar Harbor, ME, US",44.3173033333,-68.19995,"All observations"
"rugosa rose","Rosa rugosa","2017-09-15","Little Moose Island, Acadia National Park, Hancock County, US-ME, US",44.33248343,-68.05106378,"All observations"
"rugosa rose","Rosa rugosa","2017-09-14","Bar Harbor, ME, USA",44.3992882453,-68.2466846778,"All observations"
"bittersweet nightshade","Solanum dulcamara","2017-09-03","Acadia National Park, Birch Harbor, ME, US",44.332405,-68.0589833333,"All observations"
"rugosa rose","Rosa rugosa","2017-08-12","Acadia National Park, Birch Harbor, ME, US",44.3428716667,-68.0600055,"All observations"
"rugosa rose","Rosa rugosa","2017-08-11","Schoodic Point, Acadia National Park, Hancock, Maine, United States",44.3387083333,-68.0528722222,"All observations"
"rugosa rose","Rosa rugosa","2017-08-11","Schoodic Point, Acadia National Park, Hancock, Maine, United States",44.3387111111,-68.0523916667,"All observations"
"rugosa rose","Rosa rugosa","2017-08-08","185–675 Cadillac Summit Rd, Bar Harbor, ME, US",44.3608807633,-68.2336584293,"All observations"
"bittersweet nightshade","Solanum dulcamara","2017-07-27","18–98 Fraser Point Rd, Winter Harbor, ME, US",44.3752212357,-68.0760012847,"All observations"
"rugosa rose","Rosa rugosa","2017-07-18","Wonderland Trail Southwest Harbor, ME 04679",44.22904573,-68.31277262,"All observations"
"Large-leaved lupine","Lupinus polyphyllus","2017-07-17","Bar Island Trl, Gouldsboro, ME, US",44.3978666667,-68.208695,"All observations"
"rugosa rose","Rosa rugosa","2017-06-30","2–98 Blueberry Hill Ln, Winter Harbor, ME, US",44.3387445761,-68.0454409496,"All observations"
"rugosa rose","Rosa rugosa","2017-06-21","Gulf of Maine, Winter Harbor, ME, US",44.337495,-68.0522528333,"All observations"
"rugosa rose","Rosa rugosa","2016-11-26","Acadia National Park, Bar Harbor, ME, US",44.3208342762,-68.188910973,"All observations"
"rugosa rose","Rosa rugosa","2016-11-14","acadia national park",44.338556,-68.273335,"All observations"
"rugosa rose","Rosa rugosa","2016-10-19","Acadia National Park, Winter Harbor, ME, US",44.3384966667,-68.0538166667,"All observations"
"rugosa rose","Rosa rugosa","2016-10-16","Southwest Harbor, ME, USA",44.2289387013,-68.3121237176,"All observations"
"rugosa rose","Rosa rugosa","2016-10-09","Acadia National Park, Mount Desert, ME, US",44.3362565498,-68.2612832903,"All observations"
"rugosa rose","Rosa rugosa","2016-10-09","Acadia National Park, Bar Harbor, ME, US",44.3634071078,-68.2562604079,"All observations"
"rugosa rose","Rosa rugosa","2016-10-09","Gorge Path Bar Harbor, ME 04609",44.3559978726,-68.218360617,"All observations"
"rugosa rose","Rosa rugosa","2016-10-09","Acadia National Park, Southwest Harbor, ME, US",44.2369633333,-68.3021383333,"All observations"
"rugosa rose","Rosa rugosa","2016-10-09","Acadia National Park, Southwest Harbor, ME, US",44.23695,-68.30213,"All observations"
"rugosa rose","Rosa rugosa","2016-10-09","Southwest Harbor, ME, USA",44.2370611111,-68.3020777778,"All observations"
"bittersweet nightshade","Solanum dulcamara","2016-10-08","18–98 Fraser Point Rd, Winter Harbor, ME, US",44.3756809746,-68.0756006094,"All observations"
"bittersweet nightshade","Solanum dulcamara","2016-08-29","Acadia National Park, Maine",44.338556,-68.273335,"All observations"
"rugosa rose","Rosa rugosa","2016-08-29","Acadia National Park, Maine",44.338556,-68.273335,"All observations"
"rugosa rose","Rosa rugosa","2016-08-29","Acadia National Park, ME",44.338556,-68.273335,"All observations"
"rugosa rose","Rosa rugosa","2016-08-21","Bar Harbor, ME, USA",44.3172944444,-68.1999666667,"All observations"
"rugosa rose","Rosa rugosa","2016-08-15","Acadia National Park, Bar Harbor, ME, US",44.3174133333,-68.1995383333,"All observations"
"bittersweet nightshade","Solanum dulcamara","2016-07-30","Acadia National Park, Winter Harbor, ME, US",44.3328127033,-68.0607240927,"All observations"
"bittersweet nightshade","Solanum dulcamara","2016-07-24","Schoodic Point, Acadia National Park, Hancock, Maine, United States",44.3326638889,-68.0609666667,"All observations"
"rugosa rose","Rosa rugosa","2016-07-15","Acadia National Park, Bar Harbor, ME, US",44.320855,-68.1891333333,"All observations"
"rugosa rose","Rosa rugosa","2016-07-14","Nicatous Lake, Acadia National Park, Hancock County, US-ME, US",44.2418540921,-68.2999819145,"All observations"
"rugosa rose","Rosa rugosa","2016-07-14","Acadia National Park, Bar Harbor, ME, US",44.3214022721,-68.1886995136,"All observations"
"rugosa rose","Rosa rugosa","2016-07-01","Winter Harbor, ME, USA",44.3388222222,-68.0466083333,"All observations"
"European honeysuckle","Lonicera periclymenum","2016-07-01","Bar Harbor, ME 04609, USA",44.3621029,-68.2077925,"All observations"
"rugosa rose","Rosa rugosa","2016-06-25","acadia national park, ME",44.225305,-68.317741,"All observations"
"Large-leaved lupine","Lupinus polyphyllus","2016-06-19","Gouldsboro, ME, USA",44.3978928401,-68.2077524064,"All observations"
"bittersweet nightshade","Solanum dulcamara","2016-06-17","Bar Harbor, ME, USA",44.3562329921,-68.2390023246,"All observations"
"Large-leaved lupine","Lupinus polyphyllus","2016-05-07","04609, Bar Harbor, ME, US",44.3758788379,-68.1922366564,"All observations"
"rugosa rose","Rosa rugosa","2015-08-28","Winter Harbor, ME, USA",44.3760147143,-68.0749475956,"All observations"
"rugosa rose","Rosa rugosa","2015-07-20","Wonderland, Acadia National Park, Maine",44.231868,-68.316121,"All observations"
"rugosa rose","Rosa rugosa","2015-07-20","Wonderland, Acadia National Park, Maine",44.231868,-68.316121,"All observations"
"Large-leaved lupine","Lupinus polyphyllus","2015-07-20","Bar Island Acadia National Park, Maine",44.397124,-68.207996,"All observations"
"Large-leaved lupine","Lupinus polyphyllus","2015-06-27","Maine, USA",44.3385559,-68.2733346,"All observations"
"rugosa rose","Rosa rugosa","2015-06-15","Schoodic Peninsula, Acadia National Park",44.332341,-68.061075,"All observations"
"rugosa rose","Rosa rugosa","2015-06-13","Acadia National Park",44.327931,-68.185058,"All observations"
"bittersweet nightshade","Solanum dulcamara","2014-07-19","Acadia National Park, Winter Harbor, ME, US",44.332696,-68.060925,"All observations"
"Japanese barberry","Berberis thunbergii","2013-07-31","Acadia National Park",44.2778333333,-68.3485,"All observations"
"rugosa rose","Rosa rugosa","2012-10-04","Acadia National Park",44.338555951,-68.2733345032,"All observations"
"rugosa rose","Rosa rugosa","2012-10-04","Acadia National Park",44.3384665066,-68.2733348384,"All observations"
"rugosa rose","Rosa rugosa","2012-10-04","Acadia National Park",44.3384665066,-68.2733348384,"All observations"
"bittersweet nightshade","Solanum dulcamara","2012-08-02","Bar Harbor, ME, USA",44.3292056886,-68.1765644011,"All observations"
"bittersweet nightshade","Solanum dulcamara","2011-08-18","Bar Harbor, ME, USA",44.3419947996,-68.2342012718,"All observations"
"rugosa rose","Rosa rugosa","2010-07-22","Acadia NP",44.3385559,-68.2733346,"All observations"
"rugosa rose","Rosa rugosa","2009-10-17","Bar Harbor, ME 04609, USA",44.379264675,-68.2286309195,"All observations"
"rugosa rose","Rosa rugosa","2009-06-29","Cochrane Point, Acadia National Park, Hancock, Maine, United States",44.3143523592,-68.1908355714,"All observations"
"rugosa rose","Rosa rugosa","2008-08-25","Mt Desert, ME, USA",44.3462945549,-68.2897776809,"All observations"
"rugosa rose","Rosa rugosa","2008-06-19","Bar Harbor, ME, USA",44.3291959843,-68.184014593,"All observations"
"rugosa rose","Rosa rugosa","2007-10-27","Pretty Marsh Picnic Area, Mt Desert, ME, USA",44.3326250351,-68.4079767789,"All observations"
"bittersweet nightshade","Solanum dulcamara","2005-08-24","Schoodic Point, Acadia National Park, Winter Harbor, ME, USA",44.3325027877,-68.0602850844,"All observations"
"rugosa rose","Rosa rugosa","2005-08-24","Schoodic Point, Acadia National Park, Winter Harbor, ME, USA",44.3325027877,-68.0602850844,"All observations"
"Large-leaved lupine","Lupinus polyphyllus","2005-06-19","Bar Harbor, ME, USA",44.3871442274,-68.2284041339,"All observations"
"Large-leaved lupine","Lupinus polyphyllus","2004-11-01","Mt Desert, ME, USA",44.3218831294,-68.2523918152,"All observations"
"Large-leaved lupine","Lupinus polyphyllus","2004-06-04","Bar Harbor, ME, USA",44.3993924755,-68.265143988,"All observations"
"rugosa rose","Rosa rugosa","2000-07-05","Winter Harbor, ME, USA",44.3459956578,-68.066990604,"All observations"
